gene_id,nonsporulator.host,sporulator.host,spor_gene,M,N,K,p.val,adj.p,sig,n_spor_gene,spor_description,print.lab,lab
K05936,0,4,other,4224,9383,4,0,0,TRUE,NA,NA,FALSE,
K06209,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K09692,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K09696,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K09697,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K10439,0,3,other,4224,9383,3,0,0,TRUE,NA,NA,FALSE,
K11051,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K13889,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K14534,0,4,other,4224,9383,4,0,0,TRUE,NA,NA,FALSE,
K15023,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K15024,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K16926,0,3,other,4224,9383,3,0,0,TRUE,NA,NA,FALSE,
K16927,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K17073,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K17074,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K17076,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K17202,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K17203,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K17204,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K17992,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K18330,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K18331,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K19506,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K19507,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K19508,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K19509,0,2,other,4224,9383,2,0,0,TRUE,NA,NA,FALSE,
K22477,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
M09B,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
M81,0,1,other,4224,9383,1,0,0,TRUE,NA,NA,FALSE,
K02950,22,26,other,4224,9383,48,2.5234096368355444e-4,0.0012534763087324388,FALSE,NA,NA,FALSE,
K16785,3,9,other,4224,9383,12,2.8123309693969383e-4,0.001367271545760001,FALSE,NA,NA,FALSE,
K16787,3,9,other,4224,9383,12,2.8123309693969383e-4,0.001367271545760001,FALSE,NA,NA,FALSE,
K02029,10,16,other,4224,9383,26,3.2014584446399936e-4,0.0015400700096847128,FALSE,NA,NA,FALSE,
K01939,20,24,other,4224,9383,44,3.442243539250467e-4,0.0016301609299870087,FALSE,NA,NA,FALSE,
K02026,4,10,other,4224,9383,14,3.426485872627084e-4,0.0016301609299870087,FALSE,NA,NA,FALSE,
K02406,4,10,other,4224,9383,14,3.426485872627084e-4,0.0016301609299870087,FALSE,NA,NA,FALSE,
K01952,7,13,other,4224,9383,20,3.84819736632241e-4,0.001813016697329218,FALSE,NA,NA,FALSE,
K01491,16,20,other,4224,9383,36,6.309013059190931e-4,0.002912342391969955,FALSE,NA,NA,FALSE,
K11069,10,15,other,4224,9383,25,6.860637833757375e-4,0.00315106682414786,FALSE,NA,NA,FALSE,
S55,3,8,other,4224,9383,11,7.620932551864817e-4,0.0034654389812957425,FALSE,NA,NA,FALSE,
A25,1,5,other,4224,9383,6,8.926990221680647e-4,0.00392272551087313,FALSE,NA,NA,FALSE,
K02037,1,5,other,4224,9383,6,8.926990221680647e-4,0.00392272551087313,FALSE,NA,NA,FALSE,
M17,1,5,other,4224,9383,6,8.926990221680647e-4,0.00392272551087313,FALSE,NA,NA,FALSE,
K01649,5,10,other,4224,9383,15,9.230698814290279e-4,0.004017551769648245,FALSE,NA,NA,FALSE,
M18,5,10,other,4224,9383,15,9.230698814290279e-4,0.004017551769648245,FALSE,NA,NA,FALSE,
K02045,2,6,other,4224,9383,8,0.0016138791277377086,0.006860862896522165,FALSE,NA,NA,FALSE,
K02030,18,20,other,4224,9383,38,0.0016417678592628797,0.006947110293362371,FALSE,NA,NA,FALSE,
K02986,8,12,other,4224,9383,20,0.0018039957225040857,0.007563541698939149,FALSE,NA,NA,FALSE,
K01591,4,8,other,4224,9383,12,0.0022046737299268437,0.00915941722342334,FALSE,NA,NA,FALSE,
K01778,12,15,other,4224,9383,27,0.002226593712904301,0.009208627391830457,FALSE,NA,NA,FALSE,
K01805,1,4,other,4224,9383,5,0.0028780497984190623,0.01158827099451552,FALSE,NA,NA,FALSE,
K02038,1,4,other,4224,9383,5,0.0028780497984190623,0.01158827099451552,FALSE,NA,NA,FALSE,
K02911,1,4,other,4224,9383,5,0.0028780497984190623,0.01158827099451552,FALSE,NA,NA,FALSE,
K11070,9,12,other,4224,9383,21,0.003395411437580514,0.013434658242201688,FALSE,NA,NA,FALSE,
K11071,9,12,other,4224,9383,21,0.003395411437580514,0.013434658242201688,FALSE,NA,NA,FALSE,
K00615,72,52,other,4224,9383,124,0.0038025487247494998,0.014916435770047394,FALSE,NA,NA,FALSE,
K01626,2,5,other,4224,9383,7,0.004587807436991805,0.017843642542172383,FALSE,NA,NA,FALSE,
K10117,3,6,other,4224,9383,9,0.005303570901672198,0.020282275331081127,FALSE,NA,NA,FALSE,
K17320,3,6,other,4224,9383,9,0.005303570901672198,0.020282275331081127,FALSE,NA,NA,FALSE,
K11072,9,11,other,4224,9383,20,0.006937558239299758,0.026310905521659662,FALSE,NA,NA,FALSE,
K02948,8,10,other,4224,9383,18,0.008040254163273001,0.029873139452160663,FALSE,NA,NA,FALSE,
K02952,8,10,other,4224,9383,18,0.008040254163273001,0.029873139452160663,FALSE,NA,NA,FALSE,
K03523,8,10,other,4224,9383,18,0.008040254163273001,0.029873139452160663,FALSE,NA,NA,FALSE,
K00549,1,3,other,4224,9383,4,0.009277277584809117,0.03338358941935249,FALSE,NA,NA,FALSE,
K01596,1,3,other,4224,9383,4,0.009277277584809117,0.03338358941935249,FALSE,NA,NA,FALSE,
K02410,1,3,other,4224,9383,4,0.009277277584809117,0.03338358941935249,FALSE,NA,NA,FALSE,
K02556,1,3,other,4224,9383,4,0.009277277584809117,0.03338358941935249,FALSE,NA,NA,FALSE,
K20459,1,3,other,4224,9383,4,0.009277277584809117,0.03338358941935249,FALSE,NA,NA,FALSE,
K03616,6,8,other,4224,9383,14,0.010546972984516791,0.037655989483782605,FALSE,NA,NA,FALSE,
K00014,5,7,other,4224,9383,12,0.011833282496339007,0.04208412529826402,FALSE,NA,NA,FALSE,
K02006,2,4,other,4224,9383,6,0.012804803679674043,0.04429618554317755,FALSE,NA,NA,FALSE,
K02008,2,4,other,4224,9383,6,0.012804803679674043,0.04429618554317755,FALSE,NA,NA,FALSE,
K05934,2,4,other,4224,9383,6,0.012804803679674043,0.04429618554317755,FALSE,NA,NA,FALSE,
K10440,2,4,other,4224,9383,6,0.012804803679674043,0.04429618554317755,FALSE,NA,NA,FALSE,
K19221,4,6,other,4224,9383,10,0.012939914157580314,0.04429618554317755,FALSE,NA,NA,FALSE,
K01958,3,5,other,4224,9383,8,0.013509592364754096,0.04573247193105646,FALSE,NA,NA,FALSE,
K02033,3,5,other,4224,9383,8,0.013509592364754096,0.04573247193105646,FALSE,NA,NA,FALSE,
K17319,3,5,other,4224,9383,8,0.013509592364754096,0.04573247193105646,FALSE,NA,NA,FALSE,
K00854,12,12,other,4224,9383,24,0.01545953332510479,0.0519485788939183,FALSE,NA,NA,FALSE,
K02863,12,12,other,4224,9383,24,0.01545953332510479,0.0519485788939183,FALSE,NA,NA,FALSE,
C82A,8,9,other,4224,9383,17,0.016283224142818204,0.05451599584811662,FALSE,NA,NA,FALSE,
K02028,10,10,other,4224,9383,20,0.022168873563284144,0.07314927955538522,FALSE,NA,NA,FALSE,
K00656,16,14,other,4224,9383,30,0.023093029926490673,0.07538224768861598,FALSE,NA,NA,FALSE,
M24A,9,9,other,4224,9383,18,0.026586936617249698,0.08647850558066272,FALSE,NA,NA,FALSE,
K00595,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K00620,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K01733,4,5,other,4224,9383,9,0.029921635290917913,0.0885060668475695,FALSE,NA,NA,FALSE,
K02032,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02117,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02118,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02119,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02120,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02122,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02123,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02188,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02189,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02408,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K02409,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K10441,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K14138,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K20461,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
S15,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
S66,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
T05,1,2,other,4224,9383,3,0.02990004365404959,0.0885060668475695,FALSE,NA,NA,FALSE,
K00003,8,8,other,4224,9383,16,0.031916740578798806,0.0932009613067799,FALSE,NA,NA,FALSE,
K00170,8,8,other,4224,9383,16,0.031916740578798806,0.0932009613067799,FALSE,NA,NA,FALSE,
K10206,8,8,other,4224,9383,16,0.031916740578798806,0.0932009613067799,FALSE,NA,NA,FALSE,
K02034,3,4,other,4224,9383,7,0.03334729428637961,0.09614961191719545,FALSE,NA,NA,FALSE,
K02035,3,4,other,4224,9383,7,0.03334729428637961,0.09614961191719545,FALSE,NA,NA,FALSE,
K02036,3,4,other,4224,9383,7,0.03334729428637961,0.09614961191719545,FALSE,NA,NA,FALSE,
K17828,3,4,other,4224,9383,7,0.03334729428637961,0.09614961191719545,FALSE,NA,NA,FALSE,
K04069,14,12,other,4224,9383,26,0.03347922891698082,0.09622646298780022,FALSE,NA,NA,FALSE,
K10540,2,3,other,4224,9383,5,0.03487418873036937,0.09899070962595528,FALSE,NA,NA,FALSE,
K02992,24,18,other,4224,9383,42,0.03692849414360443,0.10449734875310975,FALSE,NA,NA,FALSE,
A08,7,7,other,4224,9383,14,0.03834755964232177,0.10817799232432747,FALSE,NA,NA,FALSE,
C56,16,13,other,4224,9383,29,0.03870047873722044,0.10883765404867533,FALSE,NA,NA,FALSE,
K00956,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K01999,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K02071,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K02072,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K02073,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K03613,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K03614,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K03615,6,6,other,4224,9383,12,0.04609715600648553,0.1265249266964798,FALSE,NA,NA,FALSE,
K01783,12,10,other,4224,9383,22,0.048952743497558814,0.13396050166697232,FALSE,NA,NA,FALSE,
K01610,9,8,other,4224,9383,17,0.0495044465692769,0.13466388144142585,FALSE,NA,NA,FALSE,
K02027,5,5,other,4224,9383,10,0.05539421699092429,0.14935195967464543,FALSE,NA,NA,FALSE,
K02990,5,5,other,4224,9383,10,0.05539421699092429,0.14935195967464543,FALSE,NA,NA,FALSE,
K04486,5,5,other,4224,9383,10,0.05539421699092429,0.14935195967464543,FALSE,NA,NA,FALSE,
K02004,61,37,other,4224,9383,98,0.06242562517713385,0.16781476885853042,FALSE,NA,NA,FALSE,
K00290,4,4,other,4224,9383,8,0.0664101308224222,0.1754302299759939,FALSE,NA,NA,FALSE,
K02007,4,4,other,4224,9383,8,0.0664101308224222,0.1754302299759939,FALSE,NA,NA,FALSE,
K02031,4,4,other,4224,9383,8,0.0664101308224222,0.1754302299759939,FALSE,NA,NA,FALSE,
K02879,4,4,other,4224,9383,8,0.0664101308224222,0.1754302299759939,FALSE,NA,NA,FALSE,
K00937,7,6,other,4224,9383,13,0.07367207620321324,0.19294062363821463,FALSE,NA,NA,FALSE,
K00145,3,3,other,4224,9383,6,0.07901295883175992,0.20229088059447775,FALSE,NA,NA,FALSE,
K00194,3,3,other,4224,9383,6,0.07901295883175992,0.20229088059447775,FALSE,NA,NA,FALSE,
K00197,3,3,other,4224,9383,6,0.07901295883175992,0.20229088059447775,FALSE,NA,NA,FALSE,
K00548,3,3,other,4224,9383,6,0.07901295883175992,0.20229088059447775,FALSE,NA,NA,FALSE,
K02913,3,3,other,4224,9383,6,0.07901295883175992,0.20229088059447775,FALSE,NA,NA,FALSE,
K02919,3,3,other,4224,9383,6,0.07901295883175992,0.20229088059447775,FALSE,NA,NA,FALSE,
K00651,12,9,other,4224,9383,21,0.08281242222649032,0.2108371975348528,FALSE,NA,NA,FALSE,
K02227,12,9,other,4224,9383,21,0.08281242222649032,0.2108371975348528,FALSE,NA,NA,FALSE,
K00027,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K00789,50,30,other,4224,9383,80,0.08660675149839996,0.21957137293627904,FALSE,NA,NA,FALSE,
K01989,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K01995,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K01996,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K01997,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K01998,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K02009,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K02046,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K02047,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K02124,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K02760,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K03612,6,5,other,4224,9383,11,0.0905354016293533,0.21957137293627904,FALSE,NA,NA,FALSE,
K03617,6,5,other,4224,9383,11,0.0905354016293533,0.21957137293627904,FALSE,NA,NA,FALSE,
K05895,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K06042,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K23163,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
P01,2,2,other,4224,9383,4,0.0917683418617709,0.21957137293627904,FALSE,NA,NA,FALSE,
K00394,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
K00395,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
K01011,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
K02121,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
K02492,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
K09693,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
K18332,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
K20460,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
M28E,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
M55,1,1,other,4224,9383,2,0.0963500933001763,0.22126629466422396,FALSE,NA,NA,FALSE,
M50B,11,8,other,4224,9383,19,0.10087818795279618,0.23108437039813465,FALSE,NA,NA,FALSE,
K01520,202,105,other,4224,9383,307,0.10235840861677697,0.2338889636893354,FALSE,NA,NA,FALSE,
K00939,8,6,other,4224,9383,14,0.10899659276410471,0.2465913014514646,FALSE,NA,NA,FALSE,
K01755,8,6,other,4224,9383,14,0.10899659276410471,0.2465913014514646,FALSE,NA,NA,FALSE,
K01933,8,6,other,4224,9383,14,0.10899659276410471,0.2465913014514646,FALSE,NA,NA,FALSE,
K00016,5,4,other,4224,9383,9,0.11202075023680261,0.24911670490617419,FALSE,NA,NA,FALSE,
K00945,5,4,other,4224,9383,9,0.11202075023680261,0.24911670490617419,FALSE,NA,NA,FALSE,
K02884,5,4,other,4224,9383,9,0.11202075023680261,0.24911670490617419,FALSE,NA,NA,FALSE,
K04072,5,4,other,4224,9383,9,0.11202075023680261,0.24911670490617419,FALSE,NA,NA,FALSE,
K00031,56,32,other,4224,9383,88,0.116496640797575,0.25844157691500863,FALSE,NA,NA,FALSE,
K00058,7,5,other,4224,9383,12,0.13497364725222122,0.29655267689550524,FALSE,NA,NA,FALSE,
K00850,7,5,other,4224,9383,12,0.13497364725222122,0.29655267689550524,FALSE,NA,NA,FALSE,
K02867,12,8,other,4224,9383,20,0.13478300294289539,0.29655267689550524,FALSE,NA,NA,FALSE,
K02557,4,3,other,4224,9383,7,0.13990051155893368,0.3059068602030272,FALSE,NA,NA,FALSE,
K02963,4,3,other,4224,9383,7,0.13990051155893368,0.3059068602030272,FALSE,NA,NA,FALSE,
K00088,16,10,other,4224,9383,26,0.15145554561010524,0.33038274149793845,FALSE,NA,NA,FALSE,
K00821,6,4,other,4224,9383,10,0.16864728348268052,0.3644057141918912,FALSE,NA,NA,FALSE,
K02968,6,4,other,4224,9383,10,0.16864728348268052,0.3644057141918912,FALSE,NA,NA,FALSE,
K03394,6,4,other,4224,9383,10,0.16864728348268052,0.3644057141918912,FALSE,NA,NA,FALSE,
K02888,3,2,other,4224,9383,5,0.1771095715588734,0.3747179361222461,FALSE,NA,NA,FALSE,
K02970,3,2,other,4224,9383,5,0.1771095715588734,0.3747179361222461,FALSE,NA,NA,FALSE,
K11175,3,2,other,4224,9383,5,0.1771095715588734,0.3747179361222461,FALSE,NA,NA,FALSE,
M29,3,2,other,4224,9383,5,0.1771095715588734,0.3747179361222461,FALSE,NA,NA,FALSE,
N06,3,2,other,4224,9383,5,0.1771095715588734,0.3747179361222461,FALSE,NA,NA,FALSE,
K00762,8,5,other,4224,9383,13,0.18751785100851373,0.3958229002812507,FALSE,NA,NA,FALSE,
K01738,10,6,other,4224,9383,16,0.20065426257872637,0.4216045884987492,FALSE,NA,NA,FALSE,
K02040,10,6,other,4224,9383,16,0.20065426257872637,0.4216045884987492,FALSE,NA,NA,FALSE,
K00849,33,18,other,4224,9383,51,0.2074068680824896,0.43280793933195316,FALSE,NA,NA,FALSE,
K01784,33,18,other,4224,9383,51,0.2074068680824896,0.43280793933195316,FALSE,NA,NA,FALSE,
K02909,12,7,other,4224,9383,19,0.21015205562012718,0.43753753721365884,FALSE,NA,NA,FALSE,
K00610,5,3,other,4224,9383,8,0.21339089229544544,0.44226593097060574,FALSE,NA,NA,FALSE,
K00891,5,3,other,4224,9383,8,0.21339089229544544,0.44226593097060574,FALSE,NA,NA,FALSE,
K00525,14,8,other,4224,9383,22,0.2171908658506916,0.44509518248325586,FALSE,NA,NA,FALSE,
K00845,14,8,other,4224,9383,22,0.2171908658506916,0.44509518248325586,FALSE,NA,NA,FALSE,
K01812,14,8,other,4224,9383,22,0.2171908658506916,0.44509518248325586,FALSE,NA,NA,FALSE,
K00611,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K00766,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K01609,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K01693,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K01696,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K02864,18,10,other,4224,9383,28,0.22650803569705893,0.44868238978475544,FALSE,NA,NA,FALSE,
K02897,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K07590,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K10118,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K10119,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K10541,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K10542,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K20108,2,1,other,4224,9383,3,0.22925019259242976,0.44868238978475544,FALSE,NA,NA,FALSE,
K00609,7,4,other,4224,9383,11,0.2337405183604533,0.4507148392013804,FALSE,NA,NA,FALSE,
K01951,7,4,other,4224,9383,11,0.2337405183604533,0.4507148392013804,FALSE,NA,NA,FALSE,
K02871,22,12,other,4224,9383,34,0.2318716238820603,0.4507148392013804,FALSE,NA,NA,FALSE,
K02996,22,12,other,4224,9383,34,0.2318716238820603,0.4507148392013804,FALSE,NA,NA,FALSE,
K00831,9,5,other,4224,9383,14,0.2464087946918205,0.4741423965227872,FALSE,NA,NA,FALSE,
C118,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
C50,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00147,6,3,other,4224,9383,9,0.29448700594235994,0.4784870155346536,FALSE,NA,NA,FALSE,
K00169,8,4,other,4224,9383,12,0.304288283437762,0.4784870155346536,FALSE,NA,NA,FALSE,
K00207,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00330,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00331,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00337,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00338,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00339,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00340,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00380,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00382,24,12,other,4224,9383,36,0.3104407004508201,0.4784870155346536,FALSE,NA,NA,FALSE,
K00616,4,2,other,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,NA,NA,FALSE,
K00674,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K00930,4,2,other,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,NA,NA,FALSE,
K00971,8,4,other,4224,9383,12,0.304288283437762,0.4784870155346536,FALSE,NA,NA,FALSE,
K01476,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01479,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01496,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01589,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01599,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01624,48,24,other,4224,9383,72,0.2878519216881568,0.4784870155346536,FALSE,NA,NA,FALSE,
K01637,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01638,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01739,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01754,4,2,other,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,NA,NA,FALSE,
K01821,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K01938,6,3,other,4224,9383,9,0.29448700594235994,0.4784870155346536,FALSE,NA,NA,FALSE,
K01966,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02001,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02017,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02018,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02068,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02069,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02074,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02075,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02077,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02233,4,2,other,4224,9383,6,0.27520618428598675,0.4784870155346536,FALSE,NA,NA,FALSE,
K02401,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02549,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02757,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02788,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02791,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
K02812,1,0,other,4224,9383,1,0.3104284559417949,0.4784870155346536,FALSE,NA,NA,FALSE,
