Entry,locud_tag,product,synonym,gene
Q18BQ1,CD630_13810,"Transcriptional regulator, TetR family",,
Q183F9,CD630_27240,Putative polysaccharide deacetylase,,
Q18BI7,CD630_13200,"Putative peptidase, M16 family",,
Q184T3,CD630_30960,"6-phospho-beta-glucosidase, bglA3 (EC 3.2.1.86)",,bglA3
Q188A9,CD630_20390,Uncharacterized protein,,
Q18CA6,CD630_00220,Elongation factor G (EF-G),,fusA1
Q17ZU4,CD630_32010,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q18AK0,CD630_09980,UPF0313 protein CD630_09980,,
Q185E8,CD630_22770,Class II aldolase (EC 4.1.2.17),,
Q181N0,CD630_36290,"PTS system, fructose/mannitol-family IIC component",,
Q185B4,CD630_22390,"Putative Na+/solute symporter, SSS family",,
Q18BR8,CD630_13990,"Putative muramoyltetrapeptide carboxypeptidase,S66 family (EC 3.4.17.13)",,
Q18D48,CD630_03090,"Putative hydrolase, HAD superfamily, subfamily IB (EC 3.1.3.-)",,
Q189K1,CD630_06560,Chloride ion channel protein,,
Q186V3,CD630_17451,Ferrous iron transport protein,,feoA3
Q18D99,CD630_03600,"Transcriptional regulator, GntR family,Tn916-like, CTn1-Orf5",,
Q186T9,CD630_17300,Iron-sulfur cluster carrier protein,,
Q180Z3,CD630_34930,Putative membrane protein,,
Q187E9,CD630_18380,Shikimate kinase (SK) (EC 2.7.1.71),,aroK
Q184W7,CD630_31290,Glycosyl hydrolase/phosphorylase (EC 2.4.1.-),,
Q17ZX8,CD630_32330,Putative sigma-54 interacting protein,,
Q18AA0,CD630_09071,"Transcriptional regulator, Phage-type",,
Q188J3,CD630_04090,"Putative replication initiation protein Tn1549-like, CTn2-Orf2",,
Q18A22,CD630_08270,Desulfoferrodoxin (EC 1.15.1.2) (Superoxide reductase),,rbo
Q187J5,CD630_18820,Site-specific recombinase,,
Q181C7,CD630_35280,"ABC-type transport system, iron-family extracellular solute-binding protein",,
Q181C3,CD630_35250,"ABC-type transport system, iron-family extracellular solute-binding protein",,
Q187A5,CD630_17950,DUF1883 domain-containing protein,,
F3Y5V5,CD630_26871,Uncharacterized protein,,
Q185A0,CD630_31620,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q185X8,CD630_21880,Maltose phosphorylase/glycosyl hydrolase/vacuolar acid trehalase (EC 2.4.1.8),,mapA
Q188N4,CD630_04420,"2,4-diaminopentanoate dehydrogenase (EC 1.4.1.12)",,ord
Q185E1,CD630_22700,Tagatose-6-phosphate kinase (EC 2.7.1.144),,fruK
Q18DA9,CD630_03680,Stage 0 sporulation protein A homolog,,
Q182W5,CD630_26300,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase),,gpsA
Q18CL5,CD630_01250,Putative cell wall endopeptidase,,
Q189V1,CD630_07570,Putative diguanylate kinase signaling protein (EC 2.7.7.65),,
Q17ZW7,CD630_32220,L-serine dehydratase (EC 4.3.1.17),,sdaB
Q18BQ4,CD630_13830,"Transcriptional regulator, GntR family",,
Q188G9,CD630_21000,Xanthine dehydrogenase iron-sulfur binding subunit XdhC3 (EC 1.17.1.4),,XdhC3
Q187S5,CD630_19630,Putative methyltransferase (EC 2.1.1.-),,
Q180N1,CD630_33840,"Putative conjugative transposon protein Tn916-like, CTn7-Orf20",,
Q18DB5,CD630_03770,"Putative antirestriction protein Tn916-like,CTn1-Orf22",,
Q181V4,CD630_31890,Putative NADPH-dependent FMN reductase,,
Q184T2,CD630_30950,"6-phospho-beta-glucosidase, bglA2 (EC 3.2.1.86)",,bglA2
Q181U4,CD630_31790,"Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)",,pyrD2
Q189R6,CD630_07220,Methylenetetrahydrofolate reductase (EC 1.5.1.20),,metF
Q18B43,CD630_11840,3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179),,fabF
Q180N0,CD630_33850,"Putative antirestriction protein Tn916-like,CTn7-Orf21",,
Q18CM5,CD630_01390,N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26),,
Q18BY6,CD630_14670,"ABC-type transport system, permease protein",,
Q18D57,CD630_03170,"ABC-type transport system, permease",,
Q181N3,CD630_36320,"Putative isochorismatase (2,3 dihydro-2,3 dihydroxybenzoate synthase) (EC 3.3.2.1)",,
Q186Z4,CD630_17840,tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I),truA,truA2
Q18BX5,CD630_14550,RNA polymerase sigma factor SigA,sigA,sigA1
Q184D1,CD630_29410,Single-stranded DNA-binding protein (SSB),,
Q18A76,CD630_08870,"Transcriptional regulator, GntR family",,
Q18CT1,CD630_01920,Cardiolipin synthase (CL synthase) (EC 2.7.8.-),,cls
Q189A0,CD630_05530,Putative RNA methyltransferase,,
Q18C12,CD630_14920,Histidine kinase (EC 2.7.13.3),,
Q187R9,CD630_19590,Stage 0 sporulation protein A homolog,,
Q181X1,CD630_23870,"Alpha-hydroxy acid dehydrogenase,FMN-dependent",,
Q186J5,CD630_16420,PELOTA_1 domain-containing protein,,
Q184W6,CD630_31280,"Beta-phosphoglucomutase (Beta-D-Glucose 1,6-phosphomutase) (EC 5.4.2.6)",,pgmB1
Q18BT8,CD630_14182,Putative phage protein,,
Q182P4,CD630_25560,Putative PTS system EIIA component,,
Q188H5,CD630_21060,Putative ATP-dependent RNA helicase,,
Q182A9,CD630_24240,Putative pyridoxal phosphate-dependent transferase (EC 2.6.1.-),,
Q184T6,CD630_30990,Peptidase M20 domain-containing protein 2,,
Q188A0,CD630_20340,N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase),,argC
Q18BL0,CD630_13430,Glutamine synthetase (EC 6.3.1.2),,glnA
Q180K7,CD630_33610,"Putative drug/sodium antiporter, MATE family",,
Q183D3,CD630_27000,"Transcriptional regulator, sigma-54 dependent",,
Q187A7,CD630_17970,Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14),,
Q18D14,CD630_02780,"Transcriptional regulator, hxlR family",,
Q18AW6,CD630_11080,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf11",,
Q189Z3,CD630_07970,Putative pyruvate carboxyltransferase,,
Q18BQ0,CD630_13820,Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK),glpK,glpK2
Q189C8,CD630_05820,"Putative pyruvate phosphate dikinase,PEP/pyruvate-binding (EC 2.7.-.-)",,
Q185X6,CD630_21900,Cyclomaltodextrinase (Maltogenic alpha-amylase) (Cyclomaltodextrin dextrin-hydrolase (Decyclizing)) (EC 3.2.1.54),,
Q18D92,CD630_03580,"Putative conjugative transposon protein Tn916-like, CTn1-Orf3",,
Q183J2,CD630_27560,"PTS system, HPr protein",,ptsH
Q180S0,CD630_34240,Cobalt-precorrin-3B C(17)-methyltransferase (Cobalt-precorrin-3 methyltransferase) (Cobalt-precorrin-3 methylase) (EC 2.1.1.-),,cbiH
Q18CC7,CD630_00460,Putative lipoate-protein ligase (EC 2.7.7.63),,
Q18AV1,CD630_11000,"Transcriptional regulator, HTH-type Tn1549-like,CTn4-Orf24",,
Q183K5,CD630_27690,Putative polysaccharide biosynthesis protein,,
Q181S6,CD630_36720,"Transcriptional regulator, sporulation initiation inhibitor, chromosome partitioning protein",,soj
Q184Q7,CD630_30700,"PTS system, xyloside-specific IIC component",,xynC
Q18A94,CD630_09020,Putative cation efflux protein,,
Q18BP8,CD630_13780,"Transcriptional regulator, Phage-type",,
Q181I0,CD630_35770,Methionine gamma-lyase (EC 4.4.1.11),,mdeA
Q184R9,CD630_30810,Permease IIC component,,
Q18C44,CD630_15250,Putative iron-sulfur protein,,
Q182I7,CD630_25010,"Putative hydrolase, HAD superfamily, IIB subfamily (EC 3.1.3.-)",,
Q187M1,CD630_19110,"Two-component sensor histidine kinase,Ethanolamine specific",,eutW
Q18C96,CD630_00120,Putative small-molecule-binding protein,,
Q188Q3,CD630_04580,Beta-lactamase (EC 3.5.2.6),,
Q184X8,CD630_31410,Putative membrane protein,,
Q18BS3,CD630_14040,Putative oligopeptide transporter,,
Q18CQ1,CD630_01650,Putative amino acid transporter,,
Q18D25,CD630_02830,"Transcription antiterminator, PTS operon regulator",,
Q18AU5,CD630_10940,"Putative RNA polymerase sigma factor Tn1549-like,CTn4-Orf31",,
Q189Y0,CD630_07850,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q189W9,CD630_07760,"Transcriptional regulator, LacI family",,
Q187I1,CD630_18710,"Putative oxidoreductase Tn1549-like,CTn5-Orf30",,
Q188S7,CD630_04830,"ABC-type transport system, permease",,
Q180B7,CD630_32740,Ferrous iron transport protein B,,feoB2
Q187G1,CD630_18520,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf8",,
Q181E1,CD630_35430,Nicotinate phosphoribosyltransferase (EC 6.3.4.21),,
Q182L6,CD630_25310,Putative membrane protein,,
Q18D76,CD630_03350,Uncharacterized protein,,
Q18AI8,CD630_09880,Uncharacterized protein,,
Q189P3,CD630_06960,"Putative cation transport protein, Trk family",,
Q18A02,CD630_08040,"Electron transfer flavoprotein beta-subunit,core",,etfB2
F3Y631,CD630_15152,Uncharacterized protein,,
Q189D4,CD630_05890,Uncharacterized protein,,
Q18BL6,CD630_13510,"ABC-type transport system,lantibiotic/multidrug-family permease",,cprC
Q189M1,CD630_06750,Putative acetyltransferase,,
Q184V1,CD630_31150,"6-phospho-beta-glucosidase, bglA4 (EC 3.2.1.86)",,bglA4
Q18AA5,CD630_09080,Putative phage protein,,
Q182R7,CD630_25780,Non-specific serine/threonine protein kinase (EC 2.7.11.1),,stk
F3Y5T3,CD630_05621,Uncharacterized protein,,
Q186K3,CD630_16480,"ABC-type transport system, iron-family permease",,
Q18AI6,CD630_09840,Putative membrane protein,,
Q17ZX4,CD630_32290,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),dapB,dapB2
Q18B28,CD630_11690,"Transcriptional regulator, GntR family",,
Q187H6,CD630_18650,"Putative DNA recombination protein Tn1549-like,CTn5-Orf24",,
Q18CP6,CD630_01590,"Putative enzyme, glyoxalase family",,
Q184P4,CD630_30580,"PTS system, alpha-glucoside-specific IIA component",,
Q188W3,CD630_05150,Serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4),,
Q189S1,CD630_07250,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, subunit delta",,
Q189I4,CD630_06400,Uncharacterized protein,,
Q182U6,CD630_26130,"Putative peptidase, M24 family (EC 3.4.11.9)",,
Q18D28,CD630_02870,"PTS system, mannose/fructose/sorbose IIB component (EC 2.7.1.69)",,
Q186J4,CD630_16380,YceG_bac domain-containing protein,,
Q187S0,CD630_19610,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q183D1,CD630_26980,Putative membrane protein,,
Q18B01,CD630_11420,Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rnf electron transport complex subunit B),,rnfB
Q181M8,CD630_36280,Putative phosphosugar isomerase,,
Q17ZU7,CD630_32030,Stage 0 sporulation protein A homolog,,
Q189E5,CD630_05970,Spore coat peptide assembly protein CotF,,cotF
Q17ZY6,CD630_32410,Proline reductase (Selenocysteine) (EC 1.21.4.1),,prdB
Q18AQ7,CD630_10580,3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157),,hbd
Q18A07,CD630_08140,"Transcriptional regulator, GntR family",,
Q18CW8,CD630_02280,Flagellar motor switch protein FliN,,fliN
Q184L3,CD630_30240,Pectate_lyase_3 domain-containing protein,,
Q18A44,CD630_08490,Putative glutamate carboxypeptidase (EC 3.5.1.-),,
Q180G3,CD630_33190,Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthase),,mprF
Q182J1,CD630_25060,"Transporter, Major Facilitator Superfamily (MFS)",,LinCd
Q182X7,CD630_26430,RNA polymerase sigma factor,,sigE
Q180S5,CD630_34280,Cobalt-precorrin-6Y C(5)-methyltransferase (Cobalt-precorrin-6 methyltransferase) (Cobalt-precorrin-6Y methylase) (EC 2.1.1.-),,cbiE
Q180T0,CD630_34310,Putative cobalamin biosynthesis L-threonine PduX-like kinase,,
Q18BN2,CD630_13610,Putative phage protein,,
Q184L1,CD630_30220,Pectate_lyase_3 domain-containing protein,,
Q18C56,CD630_15350,3-mercaptopyruvate sulfurtransferase (EC 2.8.1.2),,sseA
Q182W2,CD630_26270,UPF0237 protein CD630_26270,,
Q18BB9,CD630_12590,Branched-chain amino acid transport system carrier protein,,brnQ-1
Q188U9,CD630_05070,"Putative conjugative transposon protein Tn5397,CTn3-Orf13",,
Q185F2,CD630_22820,"PTS system, fructose/mannitol family IIA component",,
Q18A30,CD630_08370,Putative nitroreductase,,
Q18BX2,CD630_14540,DNA primase (EC 2.7.7.101),,dnaG
Q18AV3,CD630_10990,Stage 0 sporulation protein A homolog,,
Q184Q3,CD630_30670,"PTS system, xyloside-specific IIA component",,xynA
Q185W6,CD630_21780,"Putative oxidoreductase, Fe-S subunit",,
Q186S9,CD630_17230,Putative acyltransferase (EC 2.3.1.51),,
Q18BY0,CD630_14620,"Transcriptional regulator, GntR family",,
Q181D8,CD630_35370,Putative phosphonate metabolism protein,,phnH
Q186G2,CD630_16070,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q181Y8,CD630_24020,Putative cell wall hydrolase phosphatase-associated protein (EC 3.4.-.-),,
Q185J8,CD630_23250,"PTS system, fructose/mannitol family IIC component",,
Q183N1,CD630_27940,Cell wall binding protein cwp12,,cwp12
Q18AK2,CD630_10030,"Fumarate hydratase class I, subunit A (EC 4.2.1.2)",,fumA
Q183F5,CD630_27200,Putative transporter,,
Q180I0,CD630_33350,"Putative conjugative transposon protein Tn916-like, CTn6-Orf12",,
Q181F6,CD630_35560,Putative membrane protein,,
Q18BQ8,CD630_13860,Putative allophanate hydrolase subunit 1,,
Q188H3,CD630_21050,"ABC-type transport system, multidrug-family ATP-binding protein (EC 3.6.3.-)",,
Q18CP9,CD630_01610,"ABC-type transport system, multidrug-family ATP-binding protein",,
Q184P5,CD630_30570,"Transporter, Major Facilitator Superfamily (MFS)",,
Q181I7,CD630_35850,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q180W7,CD630_34690,ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit),,atpG
Q183X5,CD630_28890,Putative phage protein,,
Q185A9,CD630_22370,SASA domain-containing protein,,
Q181H8,CD630_35760,"Transporter, Major Facilitator Superfamily (MFS)",,
Q188D7,CD630_20680,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q183R2,CD630_28230,Uncharacterized protein,,
Q187U3,CD630_19840,"Putative hydrolase, NUDIX family",,
Q18AT1,CD630_10790,"Transcriptional regulator, LysR family",,
Q181W8,CD630_23830,"Transcriptional regulator, sigma-54-dependent",,
Q18B42,CD630_11770,"Transcriptional regulator, DeoR family (Fatty acid and phospholipid biosynthesis regulator)",,fapR
Q18D18,CD630_02740,Putative iron-containing alcohol dehydrogenase (EC 1.1.1.-),,
Q186C1,CD630_15670,Spore coat protein-manganese catalase (EC 1.11.1.6),,cotG
Q18C11,CD630_14910,"ABC-type transport system, methionine-specific substrate-binding lipoprotein",,metQ
Q186Y6,CD630_17750,"ABC-type transport system, aminoacid-family permease",,
Q185T6,CD630_21460,3'-phosphate/5'-hydroxy nucleic acid ligase (EC 6.5.1.8),,
Q188G8,CD630_21010,"Xanthine dehydrogenase subunit XdhB,FAD-binding",,xdhB
Q186L7,CD630_16610,Transposase-like protein B,,tlpB5
Q189C2,CD630_05770,Uncharacterized protein,,
Q189P9,CD630_07030,"Putative peptidase, U32 family",,
Q180C8,CD630_32840,"Serine protease, HrtA family (EC 3.4.21.-)",,
Q188P5,CD630_04550,DNA helicase (EC 3.6.4.12),,
Q183G1,CD630_27250,Putative monogalactosyldiacylglycerol synthase,,
Q189R3,CD630_07170,"Bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase, accessory protein",,
Q183W6,CD630_28830,Permease IIC component,,celB
Q181V3,CD630_31900,"Transcriptional regulator, MerR family",,
Q17ZT9,CD630_31950,Putative UvrABC system protein A 2 (UvrA protein 2) (Excinuclease ABC subunit A 2),,
Q185A2,CD630_31640,Ribonuclease R (RNase R) (EC 3.1.13.1),,rnr
Q188G3,CD630_20960,Putative DNA-binding protein,,
Q184V2,CD630_31140,Putative membrane protein,,
Q18B26,CD630_11650,"Rna-binding protein, yhby family",,
Q182B6,CD630_24310,Putative nitrite/sulphite reductase (EC 1.8.1.2),,
Q18CV3,CD630_02120,Putative sulfatase,,
Q18AM8,CD630_10290,Putative cell wall anchored protein,,
Q188R4,CD630_04750,UDG domain-containing protein,,
Q180I5,CD630_33390,"Putative conjugative transposon protein Tn916-like, CTn6-Orf16",,
Q186W0,CD630_17520,"Transcriptional regulator, TetR family",,
Q182Q1,CD630_25620,Uncharacterized protein,,
Q182N8,CD630_25520,Putative phosphosugar isomerase,,
Q18BU7,CD630_14280,"Transcriptional regulator, hxlR family",,
Q187E6,CD630_18360,Bifunctional chorismate mutase/prephenate dehydratase (EC 4.2.1.51) (Chorismate mutase) (Chorismate mutase-prephenate dehydratase) (Prephenate dehydratase) (p-protein),,pheA
Q187H7,CD630_18640,"Transcriptional regulator, HTH-type Tn1549-like,CTn5-Orf23",,
Q17ZW1,CD630_32170,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q182L5,CD630_25270,"Transcriptional regulator, TetR family",,
Q188X3,CD630_05270,Putative beta-lactamase-like hydrolase,,
Q18CW4,CD630_02240,Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase),,purD
Q183R3,CD630_28290,Putative membrane protein,,
Q185M7,CD630_23560,Thioredoxin reductase (EC 1.8.1.9),,trxB3
Q188L5,CD630_04270,"Transcriptional regulator, HTH-type Tn1549-like,CTn2-Orf22",,
Q18A27,CD630_08290,Putative metallo-beta-lactamase superfamily protein,,
Q184J3,CD630_30030,"Putative N-terminus region of carbohydrate hydrolase, SAF domain",,
Q184U7,CD630_31090,Putative pentose-5-phosphate 3-epimerase (EC 5.1.3.1),,
Q181H2,CD630_35700,"Putative peptidase, M19 family (EC 3.4.13.19)",,
Q184F6,CD630_29660,Aldehyde-alcohol dehydrogenase,,adhE1
Q183G6,CD630_27320,"Transcriptional regulator, sigma-54-dependent",,
Q185K1,CD630_23260,"PTS system, fructose/mannitol family IIB component (EC 2.7.1.69)",,
Q18A23,CD630_08260,Putative ferric-uptake regulator,,
Q18CM0,CD630_01270,Cell shape-determining protein MreB,mreB,mreB1
Q188B3,CD630_20470,Stage 0 sporulation protein A homolog,,
Q18DB8,CD630_03850,"Putative conjugative transposon protein DUF961 family Tn916-like, CTn1-Orf30",,
Q184W1,CD630_31220,"Transcriptional regulator, ArsR family",,
Q18CI4,CD630_00920,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),map,map1
Q180M6,CD630_33790,"Putative conjugative transposon protein Tn916-like, CTn7-Orf15",,
Q18AU3,CD630_10890,Stage 0 sporulation protein A homolog,,rgbR
Q183A7,CD630_26730,"ABC-type transport system, oligopeptide-family permease protein",,appB
Q186B6,CD630_22240,Putative extrachromosomal origin protein,,
Q180V0,CD630_34530,N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25),,
Q18A13,CD630_08170,Transposase-like protein B,,tlpB1
Q18C50,CD630_15310,Stage 0 sporulation protein A homolog,,
Q187Y3,CD630_20150,Putative VanZ-like transposon protein,,
Q181S1,CD630_36670,Selenium metabolism protein yedf,,
Q180Z7,CD630_34980,Stage V sporulation protein B,,spoVB
Q18CE1,CD630_00540,Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase),,thyX
Q182Z5,CD630_26610,"Putative peptidase, M16 family",,
Q189X0,CD630_07750,Stage V sporulation protein AE,,spoVAE
Q18AJ9,CD630_09990,"ABC-type transport system,nitrate/sulfonate/taurine extracellular solute-binding protein",,
Q18CS4,CD630_01820,Uncharacterized protein,,
Q182J6,CD630_25120,"PTS system, glucose-like IIA component (EC 2.7.1.69)",,
Q18B85,CD630_12240,Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase),,pupG
Q18BH8,CD630_13120,Transposase-like protein B,,tlpB2
Q189Z7,CD630_07990,"Putative beta-alanine CoA-transferase, family III",,
Q18D38,CD630_03000,"ABC-type transport system, ribose-specific extracellular solute-binding protein",,rbsB
Q183R6,CD630_28310,Putative adhesin,,
Q18DB1,CD630_03730,"Putative membrane protein Tn916-like,CTn1-Orf18",,
Q181H6,CD630_35750,Putative sodium:solute symporter,,
Q18BH2,CD630_13070,Transcription termination/antitermination protein NusA,,nusA
X1W3M2,CD630_08160,"PTS system, beta-glucoside-specific IIABC component, bglF1 (EC 2.7.1.69)",,bglF1
Q186V7,CD630_17490,Putative 2-hydroxyacyl-CoA dehydratase (EC 4.2.1.-),,
Q180D7,CD630_32950,Putative type II secretion system protein,,
Q189B4,CD630_05700,Putative lipoprotein,,
Q187B0,CD630_17990,Tellurium resistance protein terD3,,terD3
Q188Z1,CD630_05480,"Putative penicillin-binding peptidase BlaR1-like,M56 family",,
Q184X2,CD630_31340,"PTS system, fructose-like IIABC component (EC 2.7.1.69)",,
Q18CB3,CD630_00270,DNA repair protein RadA,,radA
X1W3M1,CD630_12300,RNA polymerase sigma factor,,sigK
Q18B49,CD630_11890,Putative amino acid/polyamine transporter I,,
Q18D16,CD630_02760,"Transcriptional regulator, AraC family",,
Q18B45,CD630_11820,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100),,fabG
Q188T6,CD630_04900,Putative sugar-phosphate dehydrogenase (EC 1.1.1.-),,
Q18AL9,CD630_10220,Putative membrane protein,,
Q181R6,CD630_36620,Single-stranded DNA-binding protein (SSB),,ssb1
Q185G1,CD630_22910,"Transcriptional regulator, HTH-type",,
Q186H1,CD630_16170,"Transcriptional regulator, GntR family",,
Q180Q4,CD630_34060,"Putative iron-only hydrogenase,electron-transferring subunit HymB-like (EC 1.6.99.5)",,
Q18BV2,CD630_14300,Putative delta-lactam-biosynthetic de-N-acteylase (EC 3.5.1.-),,
Q182F6,CD630_24700,Germination protease (EC 3.4.24.78) (GPR endopeptidase) (Germination proteinase) (Spore protease),,gpr
Q18BZ2,CD630_14720,"ABC-type transport system, multidrug-family ATP-binding protein/permease (EC 3.6.3.-)",,
Q180Z6,CD630_34970,Bifunctional protein,,
Q183B8,CD630_26830,Phosphate propanoyltransferase (EC 2.3.1.222),,
Q185R2,CD630_21230,Putative multiprotein-complex assembly TPR repeat-containing protein,,
Q18AM7,CD630_10250,"ABC-type transport system,spermidine/putrescine permease",,potB
Q185E7,CD630_22760,Sodium:alanine symporter,,
Q18CR0,CD630_01690,"Putative drug/sodium antiporter, MATE family",,
Q18DC3,CD630_03860,Putative cell surface protein,,
Q186A4,CD630_22130,Carbonic anhydrase (EC 4.2.1.1),,cynT
Q183J9,CD630_27610,Putative N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),,
Q183Q8,CD630_28190,Putative amino acid racemase,,
Q184G5,CD630_29730,Putative acetyltransferase,,
Q18CZ9,CD630_02620,Flagellar biosynthetic protein FliR,,flhB
Q182F3,CD630_24660,Putative tRNA-nucleotidyltransferase/Poly(A) polymerase family member,,
Q180M0,CD630_33730,"Magnesium-transporting ATPase, P-type 1 (EC 7.2.2.14) (Mg(2+) transport ATPase, P-type 1)",,mgtA
Q18BC4,CD630_12600,Branched-chain amino acid transport system carrier protein,,brnQ-2
Q18BV5,CD630_14330,Peroxiredoxin (EC 1.11.1.24) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin),,cotE
Q185R0,CD630_21220,Putative cations transporter,,
Q187Q2,CD630_19410,Uncharacterized protein,,
Q181S2,CD630_36700,Cysteine desulfurase (EC 2.8.1.7),,
Q184K8,CD630_30190,Putative transporter,,
Q184R4,CD630_30760,Tagatose-6-phosphate kinase (EC 2.7.1.144),,tagK
Q187C5,CD630_18150,Uncharacterized protein,,
Q186X9,CD630_17690,Putative CoA enzyme activase,,
Q181Y2,CD630_23960,Flavin_Reduct domain-containing protein,,
Q185U8,CD630_21590,"Putative membrane protein, DUF1114 family",,
Q18AP3,CD630_10430,Nuclease SbcCD subunit C,,sbcC
Q18BN6,CD630_13710,Putative baseplate assembly predicted J-like,,
Q18A39,CD630_08450,Putative nuclease,,
Q183V0,CD630_28640,Putative hydrolase (EC 3.1.-.-),,
Q180M2,CD630_33750,"Magnesium-transporting ATPase protein C Tn916-like, CTn7-Orf10",,mgtC
Q188W9,CD630_05200,Histidine kinase (EC 2.7.13.3),,
Q18AJ7,CD630_09960,Uncharacterized protein,,
Q187U7,CD630_19880,Putative tryptophan transport protein,,
Q183A8,CD630_26740,"ABC-type transport system, oligopeptide-family permease protein",,appC
Q18B74,CD630_12140,Stage 0 sporulation protein A homolog,,spo0A
Q180M5,CD630_33760,"Putative transcriptional regulator Tn916-like,CTn7-Orf11",,
Q183R8,CD630_28320,Putative cation efflux protein,,
Q18BZ7,CD630_14770,Ferrous iron transport protein,,feoA
Q18BS1,CD630_14050,"ABC-type transport system, ATP-binding protein (EC 3.6.3.-)",,
Q18BG0,CD630_12990,"Transcriptional regulator, MarR family",,
Q18AK7,CD630_10060,Putative acyl-CoA N-acyltransferase,,
Q187F7,CD630_18490,"Putative conjugative transfer protein Tn1549-like, CTn5-Orf5",,
Q188V5,CD630_05100,"Putative RNA polymerase sigma factor Tn5397,CTn3-Orf7",,
Q188G0,CD630_20910,Putative xanthine/uracil permease,,
Q188R5,CD630_04740,Putative iron-sulfur protein,,
Q186W6,CD630_17580,Putative radical SAM superfamily protein,,
Q188R0,CD630_04690,"PTS system, sucrose-specific IIABC component (EC 2.7.1.69)",,
Q18BD7,CD630_12730,Putative DNA processing Smf single strand binding protein,,
Q183K4,CD630_27700,"Putative glycosyl transferase, group 1",,
Q18BX3,CD630_14530,Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54),,aroF
Q189C5,CD630_05790,"Transcriptional regulator, TetR family",,
F3Y5W3,CD630_33721,"Putative conjugative transposon protein Tn916-like, CTn7-Orf5",,
Q186X6,CD630_17670,Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-),,gapB
Q187U5,CD630_19870,Putative cell wall binding protein cwp28,,cwp28
Q180V5,CD630_34560,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2),,
Q186U9,CD630_17430,Stage 0 sporulation protein A homolog,,
Q182P9,CD630_25610,Putative phosphatase,,
Q182Y2,CD630_26470,Putative membrane protein,,
Q18A24,CD630_08250,Rubrerythrin,,rbr
Q180G2,CD630_33170,Formate dehydrogenase-H (Selenocysteine) (EC 1.2.1.2),,fdhF
Q182P1,CD630_25531,Transposase-like protein B,,tlpB9
Q18AN8,CD630_10360,"Putative N-acetylmuramoyl-L-alanine amidase,autolysin cwp17 (EC 3.5.1.28)",,cwp17
Q184G7,CD630_29750,CRISPR-associated endoribonuclease Cas2 (EC 3.1.-.-),,cas2
Q18CU8,CD630_02090,Putative tagatose 6-phosphate kinase,,
