tree order,major taxonomic family/ species name for non-Firmicutes,Firmicutes taxonomic order/ non-Firmicutes phylum,Accession,Sanger accession,environment,sporulation signature score %,presence spo0A,spore-former characterisation,genome size,ethanol resistance,Erysipelotrichaceae experiments,,,,
1184,Lachnospiraceae,Clostridiales,GCF_000424545.1,,rumen,27.27272727,0,0,3935091,,,,,,
,Collinsella tanakaei,Actinobacteria,GCF_000225705.1,,gut,27.27272727,0,0,2523247,,,,,,
34,Erysipelotrichaceae,Erysipelotrichales,GCF_000327285.1,,gut,28.7,1,0,3819972,no,,,,,
18,Erysipelotrichaceae,Erysipelotrichales,GCF_000702165.1,,other host associated,28.78787879,0,0,2449762,,,,,,
36,Erysipelotrichaceae,Erysipelotrichales,GCF_000701725.1,,other host associated,28.78787879,0,0,3200783,,,,,,
62,Staphylococcaceae,Bacillales,GCF_000425825.1,,non-host associated,28.78787879,0,0,2143821,,,,,,
67,Staphylococcaceae,Bacillales,GCF_000385175.1,,other host associated,28.78787879,0,0,2683356,,,,,,
69,Staphylococcaceae,Bacillales,ERR2221130,12718_7#21,other host associated,28.78787879,1,0,2772386,,,,,,
70,Staphylococcaceae,Bacillales,GCF_000286335.1,,non-host associated,28.78787879,1,0,2602253,,,,,,
81,Staphylococcaceae,Bacillales,GCF_000009865.1,,other host associated,28.78787879,0,0,2723374,,,,,,
216,Halobacillaceae,Bacillales,GCF_000299295.2,,non-host associated,28.78787879,0,0,2763103,,,,,,
403,Enterococcaceae,Lactobacillales,GCF_000407485.1,,other host associated,28.78787879,0,0,5528086,,,,,,
404,Enterococcaceae,Lactobacillales,GCF_000407245.1,,non-host associated,28.78787879,0,0,4690501,,,,,,
413,Enterococcaceae,Lactobacillales,GCF_000157355.2 ,,gut,28.78787879,0,0,3476239,,,,,,
414,Enterococcaceae,Lactobacillales,ERR2221403,20298_3#80,gut,28.78787879,0,0,3641487,no,,,,,
441,Enterococcaceae,Lactobacillales,ERR1204022,18048_2#45,gut,28.78787879,0,0,2912533,no,,,,,
687,Lactobacillaceae,Lactobacillales,GCF_001311135.1,,non-host associated,28.78787879,0,0,3569071,,,,,,
731,Veillonellaceae,Clostridiales,GCF_000315505.1,,non-host associated,28.78787879,0,0,2324409,,,,,,
742,Megasphaeraceae,Clostridiales,GCF_000239275.1,,oral,28.78787879,0,0,1824152,,,,,,
746,Megasphaeraceae,Clostridiales,GCF_000177555.1,,other host associated,28.78787879,0,0,1754982,,,,,,
763,Selenomonadaceae,Clostridiales,GCF_000423385.1,,non-host associated,28.78787879,0,0,2190382,,,,,,
764,Selenomonadaceae,Clostridiales,GCF_000245775.1,,gut,28.78787879,0,0,2575420,,,,,,
765,Selenomonadaceae,Clostridiales,GCF_000209975.1 ,,gut,28.78787879,0,0,2241510,,,,,,
772,Selenomonadaceae,Clostridiales,GCF_000469545.1,,oral,28.78787879,0,0,2351016,,,,,,
777,Selenomonadaceae,Clostridiales,GCF_000702005.1,,rumen,28.78787879,0,0,2914366,,,,,,
795,Ezakiellaceae,Clostridiales,GCF_000312505.2,,other host associated,28.78787879,0,0,1738110,,,,,,
816,Peptoniphilaceae,Clostridiales,20298_3#66,20298_3#66,gut,28.78787879,0,0,2000554,,,,,,
822,Peptoniphilaceae,Clostridiales,GCF_000227315.1,,other host associated,28.78787879,0,0,2136803,,,,,,
841,Anaerovoracaceae,Clostridiales,GCF_000510425.1,,oral,28.78787879,0,0,1860062,,,,,,
959,Ruminococcaceae,Clostridiales,GCF_000688035.1,,rumen,28.78787879,0,0,3135350,,,,,,
1043,Ruminococcaceae,Clostridiales,GCF_000712055.1,,rumen,28.78787879,0,0,4277299,,,,,,
1093,Lachnospiraceae,Clostridiales,GCF_000687695.1,,rumen,28.78787879,0,0,2733331,,,,,,
1116,Lachnospiraceae,Clostridiales,GCF_000209465.1,,oral,28.78787879,0,0,3334573,,,,,,
1118,Lachnospiraceae,Clostridiales,GCF_000701645.1,,rumen,28.78787879,0,0,4235718,,,,,,
1170,Lachnospiraceae,Clostridiales,GCF_000687675.1,,rumen,28.78787879,0,0,2764244,,,,,,
1177,Lachnospiraceae,Clostridiales,GCF_000702125.1,,rumen,28.78787879,0,0,4010536,,,,,,
1181,Lachnospiraceae,Clostridiales,GCF_000424165.1,,rumen,28.78787879,0,0,4214813,,,,,,
1187,Lachnospiraceae,Clostridiales,GCF_000424425.1,,rumen,28.78787879,0,0,4387112,,,,,,
1203,Lachnospiraceae,Clostridiales,GCF_000160115.1,,oral,28.78787879,0,0,2205132,,,,,,
65,Staphylococcaceae,Bacillales,GCF_000712035.1,,non-host associated,30.3030303,0,0,2596655,,,,,,
68,Staphylococcaceae,Bacillales,GCF_000286395.1,,non-host associated,30.3030303,1,0,2833323,,,,,,
112,Planococcaceae,Bacillales,GCF_000505545.1,,non-host associated,30.3030303,1,1,3608098,,,,,,
367,Listeriaceae,Lactobacillales,GCF_000525955.1,,non-host associated,30.3030303,0,0,3430712,,,,,,
371,Listeriaceae,Lactobacillales,GCF_000148995.1,,non-host associated,30.3030303,0,0,2633129,,,,,,
373,Listeriaceae,Lactobacillales,GCF_000525875.1,,non-host associated,30.3030303,0,0,2841006,,,,,,
389,Carnobacteriaceae,Lactobacillales,GCF_000745125.1,,non-host associated,30.3030303,0,0,2560222,,,,,,
406,Enterococcaceae,Lactobacillales,GCF_001050095.1,,gut,30.3030303,0,0,2758058,,,,,,
415,Enterococcaceae,Lactobacillales,GCF_000157255.1,,gut,30.3030303,0,0,3134429,,,,,,
416,Enterococcaceae,Lactobacillales,ERR2221347,20298_3#12,gut,30.3030303,0,0,3203958,,,,,,
417,Enterococcaceae,Lactobacillales,GCF_000234175.1,,gut,30.3030303,0,0,3171217,,,,,,
418,Enterococcaceae,Lactobacillales,ERR2221218,14670_1#62,gut,30.3030303,0,0,3534398,,,,,,
428,Enterococcaceae,Lactobacillales,GCF_000407505.1,,non-host associated,30.3030303,0,0,3976161,,,,,,
432,Enterococcaceae,Lactobacillales,ERR1204025,18048_2#48,gut,30.3030303,0,0,3204303,,,,,,
730,Veillonellaceae,Clostridiales,GCF_000428745.1,,non-host associated,30.3030303,0,0,2239561,,,,,,
743,Megasphaeraceae,Clostridiales,GCF_000165735.1,,oral,30.3030303,0,0,1794820,,,,,,
744,Megasphaeraceae,Clostridiales,GCF_000478965.1,,other host associated,30.3030303,0,0,2251371,,,,,,
747,Megasphaeraceae,Clostridiales,GCF_001045675.1,,non-host associated,30.3030303,0,0,3290358,,,,,,
825,Peptoniphilaceae,Clostridiales,GCF_000246925.1,,other host associated,30.3030303,0,0,1916711,,,,,,
833,Anaerovoracaceae,Clostridiales,GCF_000488855.1,,oral,30.3030303,0,0,1569466,,,,,,
838,Anaerovoracaceae,Clostridiales,GCF_000525775.1,,other host associated,30.3030303,1,0,1836330,,,,,,
846,Peptostreptococcaceae,Clostridiales,GCF_000163895.2 ,,oral,30.3030303,0,0,1958599,,,,,,
849,Peptostreptococcaceae,Clostridiales,GCF_000146855.1,,oral,30.3030303,0,0,2511265,,,,,,
853,Peptostreptococcaceae,Clostridiales,GCF_000381525.1,,oral,30.3030303,0,0,2141261,,,,,,
1060,Lachnospiraceae,Clostridiales,GCF_000702245.1,,rumen,30.3030303,0,0,2943172,,,,,,
1061,Lachnospiraceae,Clostridiales,GCF_000687655.1,,rumen,30.3030303,0,0,2731054,,,,,,
1090,Lachnospiraceae,Clostridiales,GCF_000160035.2,,oral,30.3030303,0,0,3477404,,,,,,
1112,Lachnospiraceae,Clostridiales,GCF_000235445.1,,oral,30.3030303,0,0,2716985,,,,,,
1113,Lachnospiraceae,Clostridiales,GCF_000257705.1,,oral,30.3030303,0,0,3074086,,,,,,
1114,Lachnospiraceae,Clostridiales,GCF_000185385.1,,oral,30.3030303,0,0,3020074,,,,,,
1115,Lachnospiraceae,Clostridiales,GCF_000296385.1,,oral,30.3030303,0,0,2945982,,,,,,
1119,Lachnospiraceae,Clostridiales,GCF_000702885.1,,rumen,30.3030303,0,0,3758769,,,,,,
1180,Lachnospiraceae,Clostridiales,GCF_000702265.1,,rumen,30.3030303,0,0,3463102,,,,,,
1182,Lachnospiraceae,Clostridiales,GCF_000703165.1,,rumen,30.3030303,0,0,4545425,,,,,,
1185,Lachnospiraceae,Clostridiales,GCF_000424585.1,,rumen,30.3030303,0,0,3876181,,,,,,
1186,Lachnospiraceae,Clostridiales,GCF_000420965.1,,rumen,30.3030303,0,0,4461744,,,,,,
1204,Lachnospiraceae,Clostridiales,GCF_000703005.1,,rumen,30.3030303,0,0,2851231,,,,,,
1218,Lachnospiraceae,Clostridiales,GCF_000687515.1,,rumen,30.3030303,0,0,2891865,,,,,,
1222,Lachnospiraceae,Clostridiales,GCF_000701545.1,,rumen,30.3030303,0,0,2804116,,,,,,
1242,Lachnospiraceae,Clostridiales,GCF_000183525.2,,rumen,30.3030303,0,0,3433010,,,,,,
1243,Lachnospiraceae,Clostridiales,GCF_000702845.1,,rumen,30.3030303,0,0,3267262,,,,,,
114,Planococcaceae,Bacillales,GCF_000743635.1,,non-host associated,31.81818182,1,1,2676945,,,,,,
277,Exiguobacteraceae,Bacillales,ERR2221364,20298_3#29,non-host associated,31.81818182,1,1,3291538,,,,,,
372,Listeriaceae,Lactobacillales,GCF_001050295.1,,non-host associated,31.81818182,0,0,2822575,,,,,,
748,Megasphaeraceae,Clostridiales,ERR1022370,13470_2#73,gut,31.81818182,0,0,2604016,,,,,,
749,Megasphaeraceae,Clostridiales,GCF_001494645.1,,non-host associated,31.81818182,0,0,2624288,,,,,,
750,Megasphaeraceae,Clostridiales,GCF_000283495.2,,gut,31.81818182,0,0,2510073,,,,,,
751,Megasphaeraceae,Clostridiales,GCF_000455225.1,,non-host associated,31.81818182,0,0,2706189,,,,,,
771,Selenomonadaceae,Clostridiales,GCF_000702545.1,,rumen,31.81818182,0,0,3726996,,,,,,
773,Selenomonadaceae,Clostridiales,GCF_000155955.1,,rumen,31.81818182,0,0,2617478,,,,,,
818,Peptoniphilaceae,Clostridiales,GCF_001299455.1,,gut,31.81818182,0,0,1791591,,,,,,
826,Peptoniphilaceae,Clostridiales,GCF_000321025.1,,gut,31.81818182,0,0,1846652,,,,,,
1111,Lachnospiraceae,Clostridiales,GCF_000242235.1,,oral,31.81818182,0,0,2347063,,,,,,
1121,Lachnospiraceae,Clostridiales,GCF_000238055.2,,oral,31.81818182,0,0,2511769,,,,,,
1122,Lachnospiraceae,Clostridiales,GCF_000160635.1,,oral,31.81818182,0,0,2673352,,,,,,
1174,Lachnospiraceae,Clostridiales,GCF_000702085.1,,rumen,31.81818182,0,0,3027854,,,,,,
1179,Lachnospiraceae,Clostridiales,GCF_000622025.1,,rumen,31.81818182,0,0,3610481,,,,,,
1183,Lachnospiraceae,Clostridiales,GCF_000424485.1,,rumen,31.81818182,0,0,4346963,,,,,,
1188,Lachnospiraceae,Clostridiales,GCF_000420825.1,,rumen,31.81818182,0,0,3773447,,,,,,
1191,Lachnospiraceae,Clostridiales,GCF_000424525.1,,rumen,31.81818182,0,0,3858060,,,,,,
1202,Lachnospiraceae,Clostridiales,GCF_000702525.1,,rumen,31.81818182,0,0,2598028,,,,,,
1,Halobacteroidaceae,Halanaerobiales,GCF_000350165.1,,non-host associated,33.33333333,1,0,2921777,,,,,,
111,Planococcaceae,Bacillales,GCF_000285555.1,,non-host associated,33.33333333,1,1,3255122,,,,,,
113,Planococcaceae,Bacillales,GCF_000285595.1,,non-host associated,33.33333333,1,1,3026392,,,,,,
276,Exiguobacteraceae,Bacillales,GCF_000702605.1,,non-host associated,33.33333333,1,1,3331727,,,,,,
368,Listeriaceae,Lactobacillales,GCF_001050305.1,,non-host associated,33.33333333,0,0,3474573,,,,,,
370,Listeriaceae,Lactobacillales,GCF_000241405.1,,gut,33.33333333,0,0,2939895,,,,,,
774,Selenomonadaceae,Clostridiales,ERR1022286,13414_6#12,gut,33.33333333,0,0,2435103,,,,,,
775,Selenomonadaceae,Clostridiales,GCF_000381005.1,,rumen,33.33333333,0,0,2728505,,,,,,
851,Peptostreptococcaceae,Clostridiales,GCF_000156055.1,,gut,33.33333333,1,0,2463785,,,,,,
852,Peptostreptococcaceae,Clostridiales,GCF_000147675.1,,oral,33.33333333,0,0,2021210,,,,,,
958,Ruminococcaceae,Clostridiales,GCF_000621765.1,,rumen,33.33333333,0,0,3301644,,,,,,
1062,Lachnospiraceae,Clostridiales,GCF_000703065.1,,rumen,33.33333333,0,0,3924061,,,,,,
1063,Lachnospiraceae,Clostridiales,GCF_000687975.1,,rumen,33.33333333,0,0,3244674,,,,,,
1071,Lachnospiraceae,Clostridiales,GCF_000621905.1,,rumen,33.33333333,1,0,3429133,,,,,,
1097,Lachnospiraceae,Clostridiales,GCF_000424105.1,,rumen,33.33333333,0,0,2917733,,,,,,
1120,Lachnospiraceae,Clostridiales,GCF_000160135.1,,oral,33.33333333,0,0,2717526,,,,,,
1173,Lachnospiraceae,Clostridiales,GCF_000702685.1,,rumen,33.33333333,0,0,2818576,,,,,,
1175,Lachnospiraceae,Clostridiales,GCF_000621405.1,,rumen,33.33333333,0,0,2991452,,,,,,
105,Planococcaceae,Bacillales,GCF_000264415.1,,non-host associated,34.84848485,1,1,3835058,,,,,,
281,Exiguobacteraceae,Bacillales,GCF_000411915.1,,non-host associated,34.84848485,1,1,3179566,,,,,,
369,Listeriaceae,Lactobacillales,GCF_000525975.1,,non-host associated,34.84848485,0,0,3270422,,,,,,
374,Listeriaceae,Lactobacillales,GCF_000525795.1,,non-host associated,34.84848485,0,0,2644517,,,,,,
760,Anaeromusaceae,Clostridiales,GCF_000430605.1,,non-host associated,34.84848485,0,0,3393479,,,,,,
762,Selenomonadaceae,Clostridiales,GCF_000381065.1,,non-host associated,34.84848485,0,0,4200429,,,,,,
776,Selenomonadaceae,Clostridiales,GCF_000284095.1 ,,rumen,34.84848485,0,0,3046591,,,,,,
1176,Lachnospiraceae,Clostridiales,GCF_000746015.1,,rumen,34.84848485,0,0,3786685,,,,,,
1178,Lachnospiraceae,Clostridiales,GCF_000701625.1,,rumen,34.84848485,0,0,4324059,,,,,,
1189,Lachnospiraceae,Clostridiales,GCF_000622085.1,,rumen,34.84848485,0,0,3990915,,,,,,
1192,Lachnospiraceae,Clostridiales,GCF_000621605.1,,rumen,34.84848485,0,0,4434529,,,,,,
1205,Lachnospiraceae,Clostridiales,GCF_000424005.1,,rumen,34.84848485,0,0,3325089,,,,,,
20,Erysipelotrichaceae,Erysipelotrichales,GCF_001078315.1,,gut,36.36363636,1,1,2537691,,,,,,
23,Erysipelotrichaceae,Erysipelotrichales,ERR1022368,13470_2#71,gut,36.36363636,1,1,2771016,no,,,,,
251,Salisediminibacteriaceae,Bacillales,GCF_000429725.1,,non-host associated,36.36363636,1,1,3575818,,,,,,
254,Marinococcaceae,Bacillales,GCF_000420725.1,,non-host associated,36.36363636,1,0,3192033,,,,,,
279,Exiguobacteraceae,Bacillales,ERR2221224,14672_4#4,non-host associated,36.36363636,1,1,2875563,,,,,,
719,Tepidanaerobacteraceae,Clostridiales,GCF_001485475.1,,non-host associated,36.36363636,0,0,2468370,,,,,,
1092,Lachnospiraceae,Clostridiales,GCF_000621985.1,,rumen,36.36363636,0,0,3474893,,,,,,
1117,Lachnospiraceae,Clostridiales,GCF_000711825.1,,rumen,36.36363636,0,0,3166005,,,,,,
1206,Lachnospiraceae,Clostridiales,GCF_000209815.1,,rumen,36.36363636,0,0,3209586,,,,,,
21,Erysipelotrichaceae,Erysipelotrichales,ERR1022332,13414_6#58,gut,37.87878788,1,1,2549038,,,,,,
22,Erysipelotrichaceae,Erysipelotrichales,ERR1204057,18048_2#80,gut,37.87878788,1,1,2849922,,,,,,
24,Erysipelotrichaceae,Erysipelotrichales,ERR1022333,13414_6#59,gut,37.87878788,1,1,2865687,no,,,,,
103,Planococcaceae,Bacillales,GCF_000821325.1,,non-host associated,37.87878788,1,1,3412968,,,,,,
106,Planococcaceae,Bacillales,GCF_000775575.1,,non-host associated,37.87878788,1,1,3366239,,,,,,
278,Exiguobacteraceae,Bacillales,GCF_000620845.1,,non-host associated,37.87878788,1,1,2851804,,,,,,
354,Paenibacillaceae,Bacillales,GCF_000378145.1,,non-host associated,37.87878788,1,0,4776672,,,,,,
840,Anaerovoracaceae,Clostridiales,GCF_000688015.1,,rumen,37.87878788,0,0,2340115,,,,,,
104,Planococcaceae,Bacillales,GCF_000513535.1,,non-host associated,39.39393939,1,1,3965862,,,,,,
280,Exiguobacteraceae,Bacillales,GCF_000702585.1,,non-host associated,39.39393939,1,1,3088229,,,,,,
366,Listeriaceae,Lactobacillales,GCF_000766865.1,,non-host associated,39.39393939,0,0,3494250,,,,,,
782,Eubacteriaceae,Clostridiales,GCF_000472665.1,,non-host associated,39.39393939,0,0,4113241,,,,,,
784,Eubacteriaceae,Clostridiales,GCF_000152245.2,,rumen,39.39393939,0,0,4378376,,,,,,
785,Eubacteriaceae,Clostridiales,ERR2221373,20298_3#39,gut,39.39393939,0,0,4430342,,,,,,
1190,Lachnospiraceae,Clostridiales,GCF_000424465.1,,rumen,39.39393939,0,0,3422309,,,,,,
35,Erysipelotrichaceae,Erysipelotrichales,GCF_000157995.1,,gut,40.90909091,1,1,3867286,,,,,,
355,Paenibacillaceae,Bacillales,GCF_000585395.1,,non-host associated,40.90909091,1,0,6174063,,,,,,
780,Caldicellulosiruptoraceae,Clostridiales,GCF_000955745.1,,non-host associated,40.90909091,1,1,2529959,,,,,,
848,Peptostreptococcaceae,Clostridiales,GCF_000196455.1,,non-host associated,40.90909091,0,0,2754255,,,,,,
102,Planococcaceae,Bacillales,GCF_000586555.1,,non-host associated,42.42424242,1,1,3694470,,,,,,
847,Peptostreptococcaceae,Clostridiales,GCF_000423525.1,,non-host associated,42.42424242,0,0,2448752,,,,,,
908,Clostridiaceae,Clostridiales,GCF_000701905.1,,rumen,42.42424242,1,0,3165574,,,,,,
1004,Ruminococcaceae,Clostridiales,ERR1204047,18048_2#70,gut,42.42424242,1,1,3063577,,,,,,
1010,Ruminococcaceae,Clostridiales,GCF_000166035.1,,gut,42.42424242,1,1,2975454,,,,,,
12,Erysipelotrichaceae,Erysipelotrichales,GCF_000269565.1,,gut,43.93939394,1,1,3925647,,,,,,
101,Planococcaceae,Bacillales,GCF_000826145.1,,non-host associated,43.93939394,1,1,2960971,,,,,,
107,Planococcaceae,Bacillales,GCF_000411295.1,,non-host associated,43.93939394,1,1,3552119,,,,,,
121,Planococcaceae,Bacillales,GCF_000773015.1,,non-host associated,43.93939394,1,1,4588063,,,,,,
1005,Ruminococcaceae,Clostridiales,GCF_000210735.1 ,,gut,43.93939394,1,1,3368817,,,,,,
1011,Ruminococcaceae,Clostridiales,ERR1022328,13414_6#54,gut,43.93939394,1,1,2717995,,,,,,
14,Erysipelotrichaceae,Erysipelotrichales,ERR2221343,20298_3#8,gut,45.45454545,1,1,3215916,,,,,,
100,Planococcaceae,Bacillales,GCF_000220335.1,,non-host associated,45.45454545,1,1,3687950,,,,,,
1006,Ruminococcaceae,Clostridiales,ERR1203956,18048_1#73,gut,45.45454545,1,1,3199043,,,,,,
1007,Ruminococcaceae,Clostridiales,ERR1022327,13414_6#53,gut,45.45454545,1,1,2900096,,,,,,
1008,Ruminococcaceae,Clostridiales,GCF_000162015.1,,gut,45.45454545,1,1,3132252,,,,,,
1009,Ruminococcaceae,Clostridiales,ERR2221188,12718_7#84,gut,45.45454545,1,1,3114282,,,,,,
1012,Ruminococcaceae,Clostridiales,ERR1022484,14207_7#93,gut,45.45454545,1,1,3105139,,,,,,
1013,Ruminococcaceae,Clostridiales,GCF_000154385.1,,gut,45.45454545,1,1,3179113,,,,,,
1014,Ruminococcaceae,Clostridiales,GCF_000209855.1,,gut,45.45454545,1,1,3260340,,,,,,
1334,Lachnospiraceae,Clostridiales,GCF_000169235.1,,gut,46.96969,1,1,3186031,,,,,,
25,Erysipelotrichaceae,Erysipelotrichales,GCF_000154805.1,,gut,46.96969697,1,1,2549282,,,,,,
26,Erysipelotrichaceae,Erysipelotrichales,ERR2221240,15841_8#94,gut,46.96969697,1,1,2637239,no,yes,,,,
45,Erysipelotrichaceae,Erysipelotrichales,GCF_000154285.1,,gut,46.96969697,1,1,2226972,,,,,,
110,Planococcaceae,Bacillales,GCF_000297555.1,,non-host associated,46.96969697,1,1,3889783,,,,,,
116,Planococcaceae,Bacillales,GCF_001439635.1,,non-host associated,46.96969697,1,1,4862795,,,,,,
909,Clostridiaceae,Clostridiales,GCF_000495435.3,,non-host associated,46.96969697,1,0,4060296,,,,,,
1036,Ruminococcaceae,Clostridiales,ERR1022442,14207_7#51,gut,46.96969697,1,1,2911323,,,,,,
155,Bacillaceae,Bacillales,GCF_000321185.1,,gut,48.48,1,1,4665479,,,,,,
27,Erysipelotrichaceae,Erysipelotrichales,GCF_000686665.1,,gut,48.48484848,1,1,3193949,,,,,,
28,Erysipelotrichaceae,Erysipelotrichales,ERR2221185,12718_7#81,gut,48.48484848,1,1,3256272,,,,,,
33,Erysipelotrichaceae,Erysipelotrichales,ERR171271,8080_1#82,gut,48.48484848,1,1,3974220,,,,,,
99,Planococcaceae,Bacillales,GCF_000425545.1,,non-host associated,48.48484848,1,1,3373552,,,,,,
108,Planococcaceae,Bacillales,GCF_000484595.1,,non-host associated,48.48484848,1,1,3537659,,,,,,
120,Planococcaceae,Bacillales,GCF_000612805.1,,non-host associated,48.48484848,1,1,4135774,,,,,,
122,Planococcaceae,Bacillales,GCF_000772955.1,,non-host associated,48.48484848,1,1,4084031,,,,,,
123,Planococcaceae,Bacillales,GCF_000284835.1,,non-host associated,48.48484848,1,1,2893570,,,,,,
1033,Ruminococcaceae,Clostridiales,GCF_000382085.1,,gut,48.48484848,1,1,2700002,,,,,,
1035,Ruminococcaceae,Clostridiales,GCF_000209915.1,,gut,48.48484848,1,1,2985463,,,,,,
1042,Ruminococcaceae,Clostridiales,ERR1022485,14207_7#94,gut,48.48484848,1,1,3009818,,,,,,
1162,Lachnospiraceae,Clostridiales,ERR1204046,18048_2#69,gut,48.48484848,1,1,3684995,,,,,,
1268,Lachnospiraceae,Clostridiales,20287_6#39,20287_6#39,gut,48.48484848,1,1,4268588,,,,,,
1270,Lachnospiraceae,Clostridiales,ERR2221099,11861_6#58,gut,48.48484848,1,1,4515059,,,,,,
1272,Lachnospiraceae,Clostridiales,ERR1022472,14207_7#81,gut,48.48484848,1,1,4432423,cultured from ethanol treated faeces,,,,,
1286,Lachnospiraceae,Clostridiales,ERR1022338,13414_6#64,gut,48.48484848,1,1,3617107,,,,,,
1287,Lachnospiraceae,Clostridiales,ERR1203971,18048_1#88,gut,48.48484848,1,1,3714550,,,,,,
1288,Lachnospiraceae,Clostridiales,ERR1022275,12718_7#95,gut,48.48484848,1,1,4004550,,,,,,
10,Erysipelotrichaceae,Erysipelotrichales,GCF_000829905.1,,gut,50,1,1,2898098,,,,,,
11,Erysipelotrichaceae,Erysipelotrichales,ERR2221179,12718_7#74,gut,50,1,1,2939884,,,,,,
30,Erysipelotrichaceae,Erysipelotrichales,GCF_000154485.1,,gut,50,1,1,3288716,no,yes,,,,
31,Erysipelotrichaceae,Erysipelotrichales,GCF_000244855.1,,gut,50,1,1,3848957,,,,,,
32,Erysipelotrichaceae,Erysipelotrichales,ERR2221231,15841_8#84,gut,50,1,1,3583600,,,,,,
44,Erysipelotrichaceae,Erysipelotrichales,GCF_000313565.1,,gut,50,1,1,3635022,,,,,,
98,Planococcaceae,Bacillales,GCF_000348905.1,,non-host associated,50,1,1,3260939,,,,,,
109,Planococcaceae,Bacillales,GCF_000286315.1,,non-host associated,50,1,1,4184143,,,,,,
119,Planococcaceae,Bacillales,GCF_001183605.1,,non-host associated,50,1,1,5308669,,,,,,
124,Planococcaceae,Bacillales,GCF_000772965.1,,non-host associated,50,1,1,4066650,,,,,,
1003,Ruminococcaceae,Clostridiales,GCF_000157955.1,,gut,50,1,1,3291475,,,,,,
1034,Ruminococcaceae,Clostridiales,GCF_000210635.1,,gut,50,1,1,2876641,,,,,,
1037,Ruminococcaceae,Clostridiales,GCF_000686125.1,,rumen,50,1,1,3620477,,,,,,
1040,Ruminococcaceae,Clostridiales,ERR1022350,13414_6#76,gut,50,1,1,3041454,,,,,,
1041,Ruminococcaceae,Clostridiales,ERR2221172,12718_7#65,gut,50,1,1,3004585,,,,,,
1104,Lachnospiraceae,Clostridiales,ERR1022481,14207_7#90,gut,50,1,1,3886861,,,,,,
1163,Lachnospiraceae,Clostridiales,ERR1022436,14207_7#45,gut,50,1,1,3859296,,,,,,
1224,Lachnospiraceae,Clostridiales,ERR1022399,14207_7#7,gut,50,1,1,3108155,,,,,,
1231,Lachnospiraceae,Clostridiales,ERR1203967,18048_1#84,gut,50,1,1,3408090,,,,,,
1232,Lachnospiraceae,Clostridiales,ERR2230066,20287_6#34,gut,50,1,1,3670407,,,,,,
1244,Lachnospiraceae,Clostridiales,ERR1022400,14207_7#8,gut,50,1,1,3943352,,,,,,
1269,Lachnospiraceae,Clostridiales,20287_6#42,20287_6#42,gut,50,1,1,4336198,,,,,,
1271,Lachnospiraceae,Clostridiales,ERR1022302,13414_6#28,gut,50,1,1,4325340,,,,,,
1276,Lachnospiraceae,Clostridiales,ERR1203942,18048_1#59,gut,50,1,1,3916493,,,,,,
1277,Lachnospiraceae,Clostridiales,ERR1022425,14207_7#34,gut,50,1,1,4909608,,,,,,
1278,Lachnospiraceae,Clostridiales,ERR2221098,11861_6#57,gut,50,1,1,4277490,,,,,,
1280,Lachnospiraceae,Clostridiales,ERR1022471,14207_7#80,gut,50,1,1,4366664,,,,,,
1281,Lachnospiraceae,Clostridiales,ERR1022426,14207_7#35,gut,50,1,1,3840897,,,,,,
1283,Lachnospiraceae,Clostridiales,GCF_000466565.1,,gut,50,1,1,3627863,,,,,,
13,Erysipelotrichaceae,Erysipelotrichales,GCF_001244545.1,,gut,51.51515152,1,1,3652939,,,,,,
29,Erysipelotrichaceae,Erysipelotrichales,GCF_000239735.1,,gut,51.51515152,1,1,4018338,,,,,,
115,Planococcaceae,Bacillales,GCF_001281525.1,,non-host associated,51.51515152,1,1,4947144,,,,,,
716,Sulfobacillaceae,Clostridiales,GCF_001280565.1,,non-host associated,51.51515152,1,1,3891825,,,,,,
1039,Ruminococcaceae,Clostridiales,ERR1022408,14207_7#17,gut,51.51515152,1,1,3014468,,,,,,
1046,Ruminococcaceae,Clostridiales,ERR1022448,14207_7#57,gut,51.51515152,1,1,2701495,,,,,,
1050,Ruminococcaceae,Clostridiales,GCF_000174895.1,,rumen,51.51515152,1,1,4649895,,,,,,
1065,Lachnospiraceae,Clostridiales,ERR1022278,13414_6#3,gut,51.51515152,1,1,2961113,,,,,,
1100,Lachnospiraceae,Clostridiales,GCF_000146185.1,,gut,51.51515152,1,1,2174823,,,,,,
1101,Lachnospiraceae,Clostridiales,ERR1022394,14207_7#1,gut,51.51515152,1,1,3291397,,,,,,
1223,Lachnospiraceae,Clostridiales,GCF_000209955.1,,gut,51.51515152,1,1,3751255,,,,,,
1225,Lachnospiraceae,Clostridiales,GCF_000209935.1,,gut,51.51515152,1,1,3392738,,,,,,
1226,Lachnospiraceae,Clostridiales,ERR1022318,13414_6#44,gut,51.51515152,1,1,3329682,,,,,,
1227,Lachnospiraceae,Clostridiales,ERR2221160,12718_7#53,gut,51.51515152,1,1,3822031,,,,,,
1228,Lachnospiraceae,Clostridiales,ERR2230060,20287_6#23,gut,51.51515152,1,1,3703595,,,,,,
1229,Lachnospiraceae,Clostridiales,ERR1204052,18048_2#75,gut,51.51515152,1,1,3634159,,,,,,
1230,Lachnospiraceae,Clostridiales,ERR1022482,14207_7#91,gut,51.51515152,1,1,3770727,,,,,,
