gene,scaffold,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags,virus.tax.id,virus.name,virus.lineage,refseq.id,KEGG.GENOME,KEGG.DISEASE,DISEASE,host.tax.id,host.name,host.lineage,domain,phylum,class,order,family.etc,pmid,evidence,sample.type,source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031254.1_27,NC_031254.1,NA,NA,NA,NA,NA,NA,1,MK,1796996,Arthrobacter phage Kitkat,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Kelleziovirus; Arthrobacter virus Kitkat,NC_031254,NA,NA,NA,1771959,Arthrobacter sp. ATCC 21022,Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae; Arthrobacter,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031254.1_88,NC_031254.1,NA,NA,NA,NA,NA,NA,1,MKF,1796996,Arthrobacter phage Kitkat,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Kelleziovirus; Arthrobacter virus Kitkat,NC_031254,NA,NA,NA,1771959,Arthrobacter sp. ATCC 21022,Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae; Arthrobacter,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031254.1_90,NC_031254.1,K03497,parB;stage 0 sporulation protein J,MISC,Sporulation/ other,NA,Sporulation,1,FM,1796996,Arthrobacter phage Kitkat,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Kelleziovirus; Arthrobacter virus Kitkat,NC_031254,NA,NA,NA,1771959,Arthrobacter sp. ATCC 21022,Bacteria; Actinobacteria; Actinomycetia; Micrococcales; Micrococcaceae; Arthrobacter,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae; Arthrobacter,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031255.2_50,NC_031255.2,K03497,parB;stage 0 sporulation protein J,MISC,Sporulation/ other,NA,Sporulation,1,M,1821561,Gordonia phage Schnabeltier,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Schnabeltiervirus; Gordonia virus Schnabeltier,NC_031255,NA,NA,NA,2055,Gordonia terrae,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031255.2_52,NC_031255.2,K03466,spoIIIE;spore DNA translocase,MISC,Sporulation/ other,NA,Sporulation,1,M,1821561,Gordonia phage Schnabeltier,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Schnabeltiervirus; Gordonia virus Schnabeltier,NC_031255,NA,NA,NA,2055,Gordonia terrae,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031261.1_52,NC_031261.1,K03466,spoIIIE;spore DNA translocase,MISC,Sporulation/ other,NA,Sporulation,1,M,1821727,Mycobacterium phage Shipwreck,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Pclasvirinae; Fishburnevirus; unclassified Fishburnevirus,NC_031261,NA,NA,NA,246196,Mycolicibacterium smegmatis MC2 155,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031267.1_27,NC_031267.1,NA,NA,NA,NA,NA,NA,1,MK,1821557,Gordonia phage Lucky10,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Luckytenvirus; Gordonia virus Lucky10,NC_031267,NA,NA,NA,2055,Gordonia terrae,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031267.1_55,NC_031267.1,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,MF,1821557,Gordonia phage Lucky10,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Luckytenvirus; Gordonia virus Lucky10,NC_031267,NA,NA,NA,2055,Gordonia terrae,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Gordoniaceae; Gordonia,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae; Gordonia,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031274.1_28,NC_031274.1,NA,NA,NA,NA,NA,NA,1,MK,1784982,Pseudomonas phage O4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae,NC_031274,NA,NA,NA,208964,Pseudomonas aeruginosa PAO1,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031279.1_76,NC_031279.1,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,1,MF,1784956,Mycobacterium phage Bactobuster,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Fromanvirus; unclassified Fromanvirus,NC_031279,NA,NA,NA,246196,Mycolicibacterium smegmatis MC2 155,Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031280.1_123,NC_031280.1,NA,NA,NA,NA,NA,NA,1,MK,1605379,Acinetobacter phage vB_AbaM_phiAbaA1,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Saclayvirus; unclassified Saclayvirus,NC_031280,NA,NA,NA,470,Acinetobacter baumannii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_11,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MKE,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_20,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_25,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MKE,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_32,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_34,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_35,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_39,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_56,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_61,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_70,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_84,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_92,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_136,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_155,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_171,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_197,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_199,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_201,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MK,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031900.1_216,NC_031900.1,NA,NA,NA,NA,NA,NA,1,MKF,1883367,Synechococcus phage S-CAM4,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031900,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031902.1_106,NC_031902.1,NA,NA,NA,NA,NA,NA,1,MK,1813783,Salmonella phage 100268_sal2,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Demerecviridae; Markadamsvirinae; Epseptimavirus; Salmonella virus 118970sal2,NC_031902,NA,NA,NA,28901,Salmonella enterica,Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae; Salmonella,NA,RefSeq,NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_13,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MKEB,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_14,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MKEB,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_15,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MKB,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_24,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_40,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_68,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_88,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_90,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_91,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_106,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_031903.1_125,NC_031903.1,NA,NA,NA,NA,NA,NA,1,MK,1883365,Synechococcus phage S-CAM22,Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae,NC_031903,NA,NA,NA,1131,Synechococcus sp.,Bacteria; Cyanobacteria/Melainabacteria group; Cyanobacteria; Synechococcales; Synechococcaceae; Synechococcus,Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Synechococcales,Synechococcaceae; Synechococcus,NA,"NCBI Virus, RefSeq",NA,NA
