gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits	virus.tax.id	virus.name	virus.lineage	refseq.id.y	KEGG.GENOME	KEGG.DISEASE	DISEASE	host.tax.id	host.name	host.lineage	domain	phylum	class	order	family	genus.etc	pmid	evidence	sample.type	source.organism
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024207.1_228	NC_024207	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	285	6	1	FALSE	0.024561404	10	241	17	10	5	2	1486658	Bacillus phage Evoli	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus Evoli	NC_024207	NA	NA	NA	1428	Bacillus thuringiensis	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	NA	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024216.1_233	NC_024216	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	290	6	1	FALSE	0.024137931	9	245	19	10	5	2	1486657	Bacillus phage CAM003	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bastillevirus; Bacillus virus CAM003	NC_024216	NA	NA	NA	1428	Bacillus thuringiensis	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024369.2_31	NC_024369	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	64	4	1	FALSE	0.03125	6	23	25	7	1	2	1500713	Vibrio phage X29	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_024369	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024369.2_31	NC_024369	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	64	4	1	FALSE	0.03125	6	23	25	7	1	2	1500713	Vibrio phage X29	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; unclassified Myoviridae	NC_024369	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024788.1_221	NC_024788	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	288	10	2	FALSE	0.034722222	9	236	23	13	5	2	1486662	Bacillus phage Riley	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bequatrovirus; Bacillus virus Riley	NC_024788	NA	NA	NA	1428	Bacillus thuringiensis	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	NA	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024792.1_65	NC_024792	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	244	10	4	FALSE	0.049180328	8	179	34	15	5	3	1527469	Bacillus phage Bobb	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bobb	NC_024792	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024792.1_88	NC_024792	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	244	10	4	FALSE	0.049180328	8	179	34	15	5	3	1527469	Bacillus phage Bobb	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bobb	NC_024792	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_024792.1_88	NC_024792	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	244	10	4	FALSE	0.049180328	8	179	34	15	5	3	1527469	Bacillus phage Bobb	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Agatevirus; Bacillus virus Bobb	NC_024792	NA	NA	NA	1408	Bacillus pumilus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_025416.1_62	NC_025416	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	209	5	3	FALSE	0.052631579	9	158	22	14	5	1	1524910	Staphylococcus phage MCE-2014	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus MCE2014	NC_025416	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_025417.1_63	NC_025417	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	216	7	3	FALSE	0.046296296	9	158	30	13	5	1	1262512	Staphylococcus phage Team1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus G1	NC_025417	NA	NA	NA	1288	Staphylococcus xylosus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_025426.1_183	NC_025426	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	230	4	2	FALSE	0.039130435	9	168	35	12	5	1	1526408	Staphylococcus phage P108	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus P108	NC_025426	NA	NA	NA	1280	Staphylococcus aureus	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_025430.1_53	NC_025430	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	58	2	1	FALSE	0.017241379	4	30	12	8	1	3	1541883	Escherichia phage vB_EcoM-ep3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Jilinvirus; Escherichia virus ep3	NC_025430	NA	NA	NA	562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_025443.1_77	NC_025443	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	80	15	1	FALSE	0.0375	0	61	13	5	0	1	1113547	Salmonella phage 9NA	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Nonanavirus; Salmonella virus 9NA	NC_025443	NA	NA	NA	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella; Salmonella enterica; Salmonella enterica subsp. enterica	NA	NA	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_025463.1_63	NC_025463	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	67	5	1	FALSE	0.029850746	3	22	39	3	0	0	1458862	Shewanella sp. phage 1/44	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_025463	NA	NA	NA	50422	Shewanella sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	NA	NCBI Virus	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_026605.1_46	NC_026605	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	76	4	1	FALSE	0.013157895	4	58	9	2	0	3	1567472	Mycobacterium phage Malithi	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Pclasvirinae; Fishburnevirus; Mycobacterium virus Malithi	NC_026605	NA	NA	NA	246196	Mycolicibacterium smegmatis MC2 155	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium; Mycolicibacterium smegmatis	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027352.1_11	NC_027352	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	212	7	6	FALSE	0.056603774	10	163	16	15	5	3	1498212	Bacillus phage JBP901	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901	NC_027352	NA	NA	NA	226900	Bacillus cereus ATCC 14579	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group; Bacillus cereus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027352.1_11	NC_027352	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	212	7	6	FALSE	0.056603774	10	163	16	15	5	3	1498212	Bacillus phage JBP901	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901	NC_027352	NA	NA	NA	226900	Bacillus cereus ATCC 14579	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group; Bacillus cereus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027352.1_78	NC_027352	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	212	7	6	FALSE	0.056603774	10	163	16	15	5	3	1498212	Bacillus phage JBP901	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901	NC_027352	NA	NA	NA	226900	Bacillus cereus ATCC 14579	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group; Bacillus cereus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027352.1_89	NC_027352	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	212	7	6	FALSE	0.056603774	10	163	16	15	5	3	1498212	Bacillus phage JBP901	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901	NC_027352	NA	NA	NA	226900	Bacillus cereus ATCC 14579	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group; Bacillus cereus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027352.1_89	NC_027352	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	212	7	6	FALSE	0.056603774	10	163	16	15	5	3	1498212	Bacillus phage JBP901	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus JBP901	NC_027352	NA	NA	NA	226900	Bacillus cereus ATCC 14579	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group; Bacillus cereus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group; Bacillus cereus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_107	NC_027355	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	211	10	4	FALSE	0.061611374	10	158	20	16	4	3	1129192	Bacillus phage BCP8-2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus BCP82	NC_027355	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_119	NC_027355	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	211	10	4	FALSE	0.061611374	10	158	20	16	4	3	1129192	Bacillus phage BCP8-2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus BCP82	NC_027355	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_119	NC_027355	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	211	10	4	FALSE	0.061611374	10	158	20	16	4	3	1129192	Bacillus phage BCP8-2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Caeruleovirus; Bacillus virus BCP82	NC_027355	NA	NA	NA	1396	Bacillus cereus	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus; Bacillus cereus group	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027366.1_49	NC_027366	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	222	12	2	FALSE	0.040540541	9	125	68	12	5	3	1540090	Bacillus phage Mater	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus Mater	NC_027366	NA	NA	NA	1404	Priestia megaterium	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	25593262	Literature	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027372.1_25	NC_027372	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	45	0	1	FALSE	0.044444444	5	30	6	2	1	1	1540092	Bacillus phage Pascal	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Pascal	NC_027372	NA	NA	NA	1404	Priestia megaterium	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	25635028	Literature	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027374.1_170	NC_027374	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	216	6	2	FALSE	0.055555556	8	133	53	15	5	2	1540091	Bacillus phage Moonbeam	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Bastillevirinae; Bacillus virus Moonbeam	NC_027374	NA	NA	NA	1404	Priestia megaterium	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	25593264	Literature	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027394.1_25	NC_027394	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	46	0	1	FALSE	0.043478261	5	31	6	2	1	1	1540093	Bacillus phage Pookie	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; Bacillus virus Pookie	NC_027394	NA	NA	NA	1404	Priestia megaterium	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	25635030	Literature	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027995.1_5	NC_027995	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other	NA	Sporulation	1	FM	0	FALSE	0	56	2	1	FALSE	0.035714286	4	32	8	9	1	2	669875	Escherichia phage vB_EcoM_ECO1230-10	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Jilinvirus; Escherichia virus CVM10	NC_027995	NA	NA	NA	562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	20875932	"Literature, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_20	NC_027996	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKT	0	FALSE	0	209	20	10	TRUE	0.062200957	24	125	30	21	5	4	722418	Campylobacter virus CPt10	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eucampyvirinae; Firehammervirus	NC_027996	NA	NA	NA	194	Campylobacter	Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	NA	NA	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_19	NC_027997	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKT	0	FALSE	0	220	22	8	TRUE	0.059090909	24	116	51	21	5	3	722417	Campylobacter virus CP220	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Eucampyvirinae; Firehammervirus	NC_027997	NA	NA	NA	205	Campylobacter sp.	Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae; Campylobacter	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028747.1_49	NC_028747	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	78	2	1	FALSE	0.012820513	4	57	11	2	0	4	1698358	Mycobacterium phage Brusacoram	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Siphoviridae; Pclasvirinae; Fishburnevirus; Mycobacterium virus Brusacoram	NC_028747	NA	NA	NA	246196	Mycolicibacterium smegmatis MC2 155	Bacteria; Actinobacteria; Actinomycetia; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium; Mycolicibacterium smegmatis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium; Mycolicibacterium smegmatis	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028764.1_34	NC_028764	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	75	10	2	FALSE	0.013333333	3	48	16	5	1	2	1582154	Clostridium phage phiCD505	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028764	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028764.1_34	NC_028764	K01448	cwlC;sporulation-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	75	10	2	FALSE	0.013333333	3	48	16	5	1	2	1582154	Clostridium phage phiCD505	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus	NC_028764	NA	NA	NA	1496	Clostridioides difficile	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridioides	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	NA	"NCBI Virus, RefSeq"	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028765.1_49	NC_028765	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M	0	FALSE	0	215	6	2	FALSE	0.041860465	10	159	28	12	5	1	1572703	Staphylococcus phage phiIPLA-RODI	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Herelleviridae; Twortvirinae; Kayvirus; Staphylococcus virus Rodi	NC_028765	NA	NA	NA	29387	Staphylococcus sp.	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	RefSeq	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028782.1_25	NC_028782	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other	NA	Sporulation	1	M	0	FALSE	0	45	0	1	FALSE	0.044444444	4	30	7	2	1	1	1675598	Bacillus phage Pavlov	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; Pagevirus; unclassified Pagevirus	NC_028782	NA	NA	NA	1404	Priestia megaterium	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Priestia	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Priestia	26337888	Literature	NA	NA
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028799.1_27	NC_028799	K01448	cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M	0	FALSE	0	102	7	1	FALSE	0.009803922	7	51	42	1	1	0	1589297	Vibrio phage phi 1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Caudovirales; Podoviridae; unclassified Podoviridae	NC_028799	NA	NA	NA	666	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	NA	"NCBI Virus, RefSeq"	NA	NA
