refseq.id	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral replication genes	Viral genes with unknown function	Viral hypothetical genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits
NC_028960.2	0	FALSE	0	81	3	0	FALSE	0	9	60	8	0	2	2
NC_028961.1	0	FALSE	0	94	9	0	FALSE	0.010638298	7	69	14	1	0	3
NC_028962.1	0	FALSE	0	203	6	4	TRUE	0.054187192	7	149	27	14	5	1
NC_028965.1	0	FALSE	0	91	1	1	FALSE	0.021978022	8	63	13	2	2	3
NC_028966.1	0	FALSE	0	102	1	1	FALSE	0.019607843	2	86	9	3	0	2
NC_028967.1	0	FALSE	0	42	1	0	FALSE	0.071428571	2	30	6	3	0	1
NC_028968.1	0	FALSE	0	93	9	0	FALSE	0	3	85	4	0	0	1
NC_028969.1	0	FALSE	0	93	14	0	FALSE	0.021505376	7	60	17	6	2	1
NC_028971.1	0	FALSE	0	91	7	0	FALSE	0	4	78	4	2	1	2
NC_028972.1	0	FALSE	0	86	3	1	FALSE	0.034883721	4	68	8	4	0	2
NC_028974.1	0	FALSE	0	68	8	1	FALSE	0.073529412	3	52	7	5	0	1
NC_028976.1	0	FALSE	0	71	4	0	FALSE	0.028169014	8	52	5	3	2	1
NC_028977.1	0	FALSE	0	50	0	0	FALSE	0.04	16	17	5	2	3	7
NC_028978.1	0	FALSE	0	93	4	0	FALSE	0.010752688	7	78	4	1	2	1
NC_028979.1	0	FALSE	0	90	4	0	FALSE	0	4	75	7	0	2	2
NC_028980.1	0	FALSE	0	88	0	0	FALSE	0.022727273	4	70	12	2	0	0
NC_028982.1	0	FALSE	0	203	4	2	FALSE	0.064039409	11	155	16	16	4	1
NC_028983.1	0	FALSE	0	210	10	2	FALSE	0.061904762	11	158	20	16	4	1
NC_028984.1	0	FALSE	0	38	0	0	FALSE	0	4	28	5	0	1	0
NC_028986.1	0	FALSE	0	211	6	0	FALSE	0.023696682	10	175	18	6	1	1
NC_028987.2	0	FALSE	0	50	0	0	FALSE	0.02	13	30	5	1	0	1
NC_028988.1	0	FALSE	0	63	0	0	FALSE	0	13	22	26	0	2	0
NC_028990.1	0	FALSE	0	60	2	0	FALSE	0.066666667	3	38	12	5	1	1
NC_028991.1	0	FALSE	0	61	3	0	FALSE	0.016393443	5	24	23	5	3	1
NC_028995.1	0	FALSE	0	78	6	0	FALSE	0.038461538	3	39	30	4	1	1
NC_028996.1	0	FALSE	0	88	12	2	FALSE	0.022727273	7	59	13	5	1	3
NC_028997.1	0	FALSE	0	86	6	2	FALSE	0.069767442	2	69	6	6	2	1
NC_028999.1	0	FALSE	0	413	45	0	FALSE	0.012106538	10	197	195	5	0	6
NC_029000.1	0	FALSE	0	235	8	1	FALSE	0.046808511	30	122	33	30	9	11
NC_029001.1	0	FALSE	0	49	6	1	FALSE	0.020408163	3	31	7	4	3	1
NC_029002.1	0	FALSE	0	181	18	2	TRUE	0.033149171	7	116	48	7	2	1
NC_029003.2	0	FALSE	0	40	3	0	FALSE	0.075	6	13	6	9	3	3
NC_029004.1	0	FALSE	0	66	5	0	FALSE	0.015151515	5	32	22	3	3	1
NC_029005.2	0	FALSE	0	72	10	0	FALSE	0.013888889	2	37	32	1	0	0
NC_029006.1	0	FALSE	0	61	4	1	FALSE	0.016393443	6	32	20	1	1	1
NC_029007.1	0	FALSE	0	58	0	0	FALSE	0	13	23	21	0	1	0
NC_029008.1	0	FALSE	0	63	2	0	FALSE	0.031746032	8	36	15	3	1	0
NC_029009.1	0	FALSE	0	189	2	1	FALSE	0.058201058	10	92	66	14	6	1
NC_029010.1	0	FALSE	0	59	6	0	FALSE	0.016949153	6	44	4	2	2	1
NC_029013.1	0	FALSE	0	277	14	4	FALSE	0.039711191	31	166	28	28	9	15
NC_029015.2	0	FALSE	0	43	7	0	FALSE	0.046511628	6	18	5	8	2	4
NC_029016.1	0	FALSE	0	93	4	0	FALSE	0.010752688	7	66	15	3	1	1
NC_029017.1	0	FALSE	0	113	6	0	FALSE	0.008849558	9	84	17	1	1	1
NC_029018.2	0	FALSE	0	83	3	0	FALSE	0.012048193	9	58	11	2	2	1
NC_029019.1	0	FALSE	0	51	2	0	FALSE	0.019607843	2	42	4	2	1	0
NC_029021.1	0	FALSE	0	83	6	2	FALSE	0.072289157	2	65	6	7	2	1
NC_029022.1	0	FALSE	0	79	9	0	FALSE	0.025316456	4	50	15	6	2	2
NC_029023.1	0	FALSE	0	124	4	2	FALSE	0.040322581	10	92	11	8	1	2
NC_029024.1	0	FALSE	0	88	15	1	TRUE	0.022727273	5	47	33	2	1	0
NC_029025.1	0	FALSE	0	65	4	2	FALSE	0.015384615	6	42	11	2	1	3
NC_029026.1	0	FALSE	0	196	2	0	FALSE	0.030612245	8	158	14	9	6	1
NC_029028.1	0	FALSE	0	86	8	2	FALSE	0.069767442	2	68	8	6	2	0
NC_029029.1	0	FALSE	0	87	8	0	FALSE	0.022988506	7	53	17	7	2	1
NC_029030.1	0	FALSE	0	39	1	0	FALSE	0	4	25	9	0	1	0
NC_029031.1	0	FALSE	0	63	3	2	FALSE	0	11	22	28	0	1	1
NC_029033.1	0	FALSE	0	62	4	0	FALSE	0.016129032	2	26	30	3	1	0
NC_029042.1	0	FALSE	0	258	23	3	FALSE	0.027131783	23	130	84	13	4	4
NC_029043.2	0	FALSE	0	89	3	0	FALSE	0.011235955	8	66	10	1	2	2
NC_029044.1	0	FALSE	0	223	4	0	FALSE	0.022421525	9	187	19	6	1	1
NC_029045.1	0	FALSE	0	95	8	0	FALSE	0.021052632	3	58	29	5	0	0
NC_029046.1	0	FALSE	0	80	18	0	FALSE	0.0125	4	23	51	1	1	0
NC_029047.1	0	FALSE	0	49	2	1	FALSE	0.06122449	2	6	37	3	0	1
NC_029048.2	0	FALSE	0	181	13	5	TRUE	0.027624309	12	53	110	5	0	1
NC_029050.1	0	FALSE	0	41	8	1	FALSE	0.024390244	1	1	38	1	0	0
NC_029057.1	0	FALSE	0	229	17	2	FALSE	0.034934498	12	128	76	10	1	2
NC_029058.1	0	FALSE	0	121	8	1	FALSE	0.05785124	5	40	62	10	4	0
NC_029059.1	0	FALSE	0	84	4	0	FALSE	0.011904762	8	64	9	1	1	1
NC_029060.1	0	FALSE	0	94	2	1	FALSE	0.031914894	4	72	12	4	0	2
NC_029061.1	0	FALSE	0	45	1	0	FALSE	0.022222222	4	16	24	1	0	0
NC_029065.1	0	FALSE	0	172	4	2	FALSE	0.034883721	9	113	36	9	3	2
NC_029066.1	0	FALSE	0	81	5	2	FALSE	0.012345679	3	38	34	2	1	3
NC_029067.1	0	FALSE	0	252	20	3	FALSE	0.027777778	13	178	50	9	1	1
NC_029068.1	0	FALSE	0	46	0	0	FALSE	0.02173913	6	18	19	2	1	0
NC_029070.1	0	FALSE	0	47	0	0	FALSE	0	13	26	7	0	0	1
NC_029071.1	0	FALSE	0	76	3	0	FALSE	0.026315789	4	34	30	4	1	3
NC_029072.1	0	FALSE	0	71	9	0	FALSE	0	0	19	50	2	0	0
NC_029073.1	0	FALSE	0	222	6	3	TRUE	0.036036036	16	60	135	8	0	3
NC_029074.1	0	FALSE	0	93	1	1	FALSE	0.032258065	4	74	9	4	0	2
NC_029075.1	0	FALSE	0	118	8	0	FALSE	0.008474576	6	27	81	2	0	2
NC_029077.1	0	FALSE	0	88	1	1	FALSE	0.034090909	8	62	11	3	2	2
NC_029078.1	0	FALSE	0	44	8	0	FALSE	0	4	15	24	0	1	0
NC_029079.1	0	FALSE	0	137	10	0	TRUE	0.02919708	6	106	16	5	1	3
NC_029080.1	0	FALSE	0	215	6	3	FALSE	0.041860465	8	164	25	12	5	1
NC_029081.1	0	FALSE	0	61	2	0	FALSE	0	12	34	12	0	0	3
NC_029083.1	0	FALSE	0	172	6	1	FALSE	0.01744186	9	141	10	6	3	3
NC_029084.1	0	FALSE	0	58	8	1	FALSE	0.034482759	6	38	7	2	2	3
NC_029091.1	0	FALSE	0	268	12	0	FALSE	0.052238806	32	156	19	34	13	14
NC_029092.1	0	FALSE	0	50	1	0	FALSE	0	12	14	22	0	1	1
NC_029093.1	0	FALSE	0	139	10	0	TRUE	0.028776978	6	110	14	5	1	3
NC_029094.1	0	FALSE	0	230	18	1	FALSE	0.017391304	11	72	138	7	1	1
NC_029097.1	0	FALSE	0	57	2	0	FALSE	0.01754386	1	46	7	2	1	0
NC_029098.1	0	FALSE	0	216	7	2	FALSE	0.023148148	12	171	24	6	0	3
NC_029099.1	0	FALSE	0	77	3	0	FALSE	0.064935065	6	55	5	7	1	3
NC_029100.1	0	FALSE	0	55	4	0	FALSE	0.018181818	3	27	20	3	2	0
NC_029101.1	0	FALSE	0	91	10	0	FALSE	0.010989011	9	72	7	1	1	1
NC_029102.1	0	FALSE	0	41	0	0	FALSE	0.024390244	17	12	3	1	3	5
NC_029104.1	0	FALSE	0	96	16	0	FALSE	0.020833333	7	63	16	7	2	1
NC_029106.1	0	FALSE	0	81	3	0	FALSE	0	2	30	45	3	0	1
NC_029107.1	0	FALSE	0	52	3	1	FALSE	0.038461538	3	26	19	3	0	1
NC_029116.1	0	FALSE	0	52	6	1	FALSE	0.019230769	4	34	6	4	3	1
NC_029118.1	0	FALSE	0	45	4	0	FALSE	0.044444444	1	12	29	2	1	0
NC_029119.1	0	FALSE	0	153	13	1	TRUE	0.019607843	20	49	80	3	0	1
NC_029120.1	0	FALSE	0	76	8	0	FALSE	0.092105263	5	48	10	7	1	5
NC_029121.1	0	FALSE	0	229	6	3	FALSE	0.043668122	9	167	31	13	6	3
NC_030652.1	0	FALSE	0	61	3	0	FALSE	0.032786885	7	42	6	3	2	1
NC_030694.1	0	FALSE	0	93	1	0	FALSE	0.021505376	7	65	16	2	2	1
NC_030695.1	0	FALSE	0	92	1	0	FALSE	0.02173913	7	64	16	2	2	1
NC_030696.1	0	FALSE	0	168	6	0	FALSE	0	7	145	15	1	0	0
NC_030698.1	0	FALSE	0	94	1	0	FALSE	0.021276596	7	65	17	2	2	1
NC_030901.1	0	FALSE	0	169	6	0	FALSE	0	7	145	16	1	0	0
NC_030902.1	0	FALSE	0	68	6	0	FALSE	0	3	28	34	0	1	2
NC_030903.1	0	FALSE	0	226	8	3	TRUE	0.044247788	10	147	49	13	5	2
NC_030904.1	0	FALSE	0	67	6	2	FALSE	0	5	26	33	0	1	2
NC_030905.1	0	FALSE	0	85	2	1	FALSE	0.023529412	2	62	17	3	0	1
NC_030906.1	0	FALSE	0	109	2	0	FALSE	0	8	24	72	3	1	1
NC_030907.1	0	FALSE	0	28	2	0	FALSE	0	2	18	7	0	0	1
NC_030908.1	0	FALSE	0	56	3	0	FALSE	0.035714286	3	43	4	3	0	3
NC_030909.1	0	FALSE	0	70	12	1	FALSE	0.014285714	6	43	16	1	2	2
NC_030910.1	0	FALSE	0	172	7	1	FALSE	0.01744186	9	140	11	6	3	3
NC_030911.1	0	FALSE	0	74	5	0	FALSE	0.013513514	3	44	23	2	1	1
NC_030912.1	0	FALSE	0	25	2	0	FALSE	0	2	14	9	0	0	0
NC_030913.1	0	FALSE	0	86	7	1	FALSE	0	4	69	10	0	0	3
NC_030914.1	0	FALSE	0	93	2	1	FALSE	0.021505376	2	81	6	3	0	1
NC_030915.1	0	FALSE	0	113	2	1	FALSE	0.026548673	4	48	56	4	0	1
NC_030916.1	0	FALSE	0	87	4	1	FALSE	0.011494253	3	37	43	2	0	2
NC_030917.1	0	FALSE	0	162	10	1	FALSE	0.00617284	8	107	45	2	0	0
NC_030918.1	0	FALSE	0	53	1	0	FALSE	0.037735849	3	41	3	3	0	3
NC_030919.1	0	FALSE	0	65	12	1	FALSE	0.076923077	12	35	8	6	0	4
NC_030920.1	0	FALSE	0	229	4	3	FALSE	0.043668122	9	142	59	12	5	2
NC_030921.1	0	FALSE	0	72	4	0	TRUE	0.013888889	3	57	8	2	0	2
NC_030923.1	0	FALSE	0	57	0	0	FALSE	0	13	21	21	0	0	2
NC_030924.1	0	FALSE	0	102	6	1	FALSE	0.019607843	2	87	8	3	0	2
NC_030925.1	0	FALSE	0	196	4	4	TRUE	0.030612245	11	89	79	9	5	3
NC_030927.1	0	FALSE	0	74	5	0	FALSE	0.013513514	3	44	23	2	1	1
NC_030928.1	0	FALSE	0	53	0	0	FALSE	0	13	33	6	0	1	0
NC_030929.1	0	FALSE	0	75	6	0	FALSE	0.026666667	3	53	14	2	2	1
NC_030930.1	0	FALSE	0	68	4	2	TRUE	0.014705882	2	46	17	2	0	1
NC_030931.1	0	FALSE	0	69	3	0	FALSE	0	4	36	26	0	1	2
NC_030932.1	0	FALSE	0	67	6	0	FALSE	0.029850746	2	43	18	3	1	0
NC_030933.1	0	FALSE	0	183	2	2	TRUE	0.043715847	10	129	25	11	5	3
NC_030934.1	0	FALSE	0	153	7	1	FALSE	0.013071895	8	112	23	5	3	2
NC_030935.1	0	FALSE	0	25	2	0	FALSE	0	2	16	6	0	0	1
NC_030936.1	0	FALSE	0	168	6	0	FALSE	0	6	143	18	1	0	0
NC_030937.1	0	FALSE	0	54	0	0	FALSE	0	13	35	5	0	1	0
NC_030939.1	0	FALSE	0	71	4	0	FALSE	0.014084507	4	27	37	2	0	1
NC_030940.1	0	FALSE	0	41	5	0	FALSE	0.024390244	4	21	8	5	1	2
NC_030941.1	0	FALSE	0	66	5	0	FALSE	0	3	55	7	0	0	1
NC_030942.1	0	FALSE	0	98	6	0	FALSE	0.040816327	3	52	35	5	0	3
NC_030943.1	0	FALSE	0	87	6	0	TRUE	0.011494253	3	62	19	2	0	1
NC_030944.1	0	FALSE	0	89	2	1	FALSE	0.02247191	2	76	6	3	0	2
NC_030945.1	0	FALSE	0	56	4	0	FALSE	0	6	19	25	3	1	2
NC_030946.1	0	FALSE	0	44	4	1	FALSE	0.022727273	8	19	13	2	1	1
NC_030947.1	0	FALSE	0	69	5	0	FALSE	0.014492754	5	48	8	4	3	1
NC_030948.1	0	FALSE	0	259	20	2	FALSE	0.027027027	26	63	146	15	5	4
NC_030949.1	0	FALSE	0	68	5	1	FALSE	0.014705882	5	51	7	3	1	1
NC_030950.1	0	FALSE	0	68	5	1	FALSE	0.014705882	5	51	7	3	1	1
NC_030951.1	0	FALSE	0	69	5	0	FALSE	0.014492754	5	48	8	4	3	1
NC_030953.1	0	FALSE	0	269	12	1	FALSE	0.055762082	29	149	26	36	12	17
NC_031001.1	0	FALSE	0	91	2	0	FALSE	0	4	39	45	2	0	1
NC_031002.1	0	FALSE	0	37	1	0	FALSE	0.081081081	1	27	4	3	2	0
NC_031003.1	0	FALSE	0	41	1	0	FALSE	0.024390244	2	30	7	1	0	1
NC_031004.1	0	FALSE	0	57	3	2	FALSE	0	2	26	28	0	0	1
NC_031005.2	0	FALSE	0	40	1	0	FALSE	0.075	2	28	6	3	0	1
NC_031006.1	0	FALSE	0	286	2	1	FALSE	0.027972028	10	244	14	11	5	2
NC_031007.1	0	FALSE	0	234	30	1	FALSE	0.021367521	7	208	11	5	0	3
NC_031008.1	0	FALSE	0	22	1	0	FALSE	0.090909091	5	10	4	2	1	0
NC_031009.1	0	FALSE	0	40	1	0	FALSE	0.075	2	29	4	3	2	0
NC_031010.1	0	FALSE	0	275	32	0	FALSE	0.021818182	6	189	69	6	0	5
NC_031011.1	0	FALSE	0	272	12	2	FALSE	0.058823529	28	150	28	37	12	17
NC_031012.1	0	FALSE	0	292	2	1	FALSE	0.02739726	10	251	13	11	5	2
NC_031013.1	0	FALSE	0	51	1	1	FALSE	0	4	38	8	1	0	0
NC_031014.1	0	FALSE	0	44	2	0	FALSE	0	12	23	6	0	1	2
NC_031015.1	0	FALSE	0	42	2	0	FALSE	0.023809524	8	18	12	3	1	0
NC_031016.1	0	FALSE	0	67	7	0	FALSE	0.014925373	5	29	26	3	2	2
NC_031017.1	0	FALSE	0	50	7	0	FALSE	0	4	30	15	0	0	1
NC_031018.1	0	FALSE	0	49	0	0	FALSE	0.06122449	17	16	4	3	3	6
NC_031019.1	0	FALSE	0	64	8	1	FALSE	0.078125	11	32	9	6	0	6
NC_031020.1	0	FALSE	0	269	8	0	FALSE	0.037174721	30	97	90	28	11	13
NC_031021.1	0	FALSE	0	58	8	0	FALSE	0.017241379	0	46	9	1	1	1
NC_031022.1	0	FALSE	0	154	9	2	FALSE	0.097402597	13	92	19	22	1	7
NC_031023.1	0	FALSE	0	47	0	1	FALSE	0.042553191	8	26	8	3	1	1
NC_031024.1	0	FALSE	0	287	2	1	FALSE	0.027874564	10	246	13	11	5	2
NC_031025.1	0	FALSE	0	51	0	0	FALSE	0.019607843	12	33	3	1	0	2
NC_031026.1	0	FALSE	0	82	4	0	FALSE	0.06097561	7	59	5	7	1	3
NC_031027.1	0	FALSE	0	291	2	1	FALSE	0.027491409	10	251	12	11	5	2
NC_031028.1	0	FALSE	0	55	4	1	FALSE	0.018181818	2	26	22	2	1	2
NC_031029.1	0	FALSE	0	170	6	0	TRUE	0	8	147	14	1	0	0
NC_031030.1	0	FALSE	0	277	17	2	FALSE	0.046931408	31	156	26	35	12	17
NC_031031.1	0	FALSE	0	93	1	0	FALSE	0.021505376	7	66	15	2	2	1
NC_031032.1	0	FALSE	0	36	2	0	FALSE	0	8	16	9	2	1	0
NC_031034.1	0	FALSE	0	285	2	1	FALSE	0.028070175	11	243	13	11	5	2
NC_031035.1	0	FALSE	0	88	2	0	FALSE	0.022727273	5	75	4	2	1	1
NC_031036.1	0	FALSE	0	48	6	1	FALSE	0.020833333	4	34	8	1	1	0
NC_031037.1	0	FALSE	0	290	2	0	FALSE	0.027586207	10	249	13	11	5	2
NC_031039.1	0	FALSE	0	300	43	3	TRUE	0.023333333	13	243	31	8	0	5
NC_031040.1	0	FALSE	0	49	1	0	FALSE	0	4	33	11	0	0	1
NC_031041.1	0	FALSE	0	88	1	3	FALSE	0.011363636	7	64	13	1	1	2
NC_031042.1	0	FALSE	0	151	10	1	FALSE	0.112582781	13	83	22	25	1	7
NC_031043.1	0	FALSE	0	242	34	1	FALSE	0.020661157	7	211	16	5	0	3
NC_031044.1	0	FALSE	0	37	1	0	FALSE	0.081081081	2	27	3	3	2	0
NC_031045.1	0	FALSE	0	205	18	2	FALSE	0.043902439	29	134	16	17	5	4
NC_031046.1	0	FALSE	0	21	1	0	FALSE	0.095238095	5	13	0	2	1	0
NC_031047.1	0	FALSE	0	273	11	1	FALSE	0.051282051	31	148	30	34	12	18
NC_031048.1	0	FALSE	0	58	2	1	FALSE	0.017241379	4	30	12	8	1	3
NC_031049.1	0	FALSE	0	287	2	1	FALSE	0.027874564	10	247	12	11	5	2
NC_031050.1	0	FALSE	0	85	5	0	FALSE	0.058823529	6	47	21	7	1	3
NC_031051.1	0	FALSE	0	62	2	0	FALSE	0.016129032	3	42	13	2	1	1
NC_031052.1	0	FALSE	0	90	9	0	FALSE	0	3	70	15	0	0	2
NC_031053.1	0	FALSE	0	79	4	0	FALSE	0.063291139	6	56	6	7	1	3
NC_031054.1	0	FALSE	0	292	2	1	FALSE	0.02739726	10	251	13	11	5	2
NC_031055.1	0	FALSE	0	69	4	2	TRUE	0.043478261	6	29	30	3	1	0
NC_031056.1	0	FALSE	0	204	6	5	FALSE	0.053921569	10	159	12	14	5	4
NC_031057.1	0	FALSE	0	274	14	4	FALSE	0.04379562	32	165	23	29	10	15
NC_031058.1	0	FALSE	0	75	2	3	FALSE	0.106666667	4	49	11	8	2	1
NC_031059.1	0	FALSE	0	58	2	1	FALSE	0.051724138	3	21	28	4	0	2
NC_031060.1	0	FALSE	0	93	1	0	FALSE	0.021505376	7	65	16	2	2	1
NC_031061.1	0	FALSE	0	78	12	1	FALSE	0	5	48	21	1	1	2
NC_031062.2	0	FALSE	0	90	2	0	FALSE	0.022222222	9	66	10	2	1	2
NC_031063.1	0	FALSE	0	91	8	0	FALSE	0.010989011	9	74	5	1	1	1
NC_031064.1	0	FALSE	0	54	1	1	FALSE	0.037037037	4	41	6	3	0	0
NC_031065.1	0	FALSE	0	256	14	1	FALSE	0.046875	30	138	27	33	13	15
NC_031066.1	0	FALSE	0	46	0	0	FALSE	0.02173913	17	15	3	1	3	7
NC_031067.1	0	FALSE	0	86	1	0	FALSE	0	8	66	10	0	1	1
NC_031068.2	0	FALSE	0	58	0	0	FALSE	0	12	33	11	0	0	2
NC_031069.1	0	FALSE	0	46	0	1	FALSE	0.065217391	8	25	7	4	1	1
NC_031070.1	0	FALSE	0	291	2	0	FALSE	0.027491409	10	251	12	11	5	2
NC_031071.1	0	FALSE	0	40	1	0	FALSE	0.075	2	29	4	3	2	0
NC_031072.1	0	FALSE	0	77	5	0	FALSE	0.012987013	2	59	13	2	0	1
NC_031073.1	0	FALSE	0	174	7	1	FALSE	0.017241379	9	143	10	6	3	3
NC_031074.1	0	FALSE	0	159	9	2	FALSE	0.018867925	8	53	92	4	0	2
NC_031075.1	0	FALSE	0	37	1	0	FALSE	0.081081081	2	27	3	3	2	0
NC_031076.1	0	FALSE	0	60	2	1	FALSE	0	5	39	12	1	1	2
NC_031077.1	0	FALSE	0	54	10	0	FALSE	0.018518519	7	30	14	1	1	1
NC_031078.1	0	FALSE	0	72	4	0	FALSE	0.027777778	9	50	7	3	2	1
NC_031080.1	0	FALSE	0	245	4	0	FALSE	0.016326531	9	194	35	5	1	1
NC_031081.1	0	FALSE	0	60	6	0	FALSE	0.033333333	4	43	7	5	1	0
NC_031082.1	0	FALSE	0	126	4	2	FALSE	0.03968254	10	94	11	8	1	2
NC_031084.1	0	FALSE	0	41	1	0	FALSE	0.073170732	2	30	5	3	0	1
NC_031085.1	0	FALSE	0	266	10	1	FALSE	0.045112782	31	155	18	33	13	16
NC_031086.1	0	FALSE	0	45	0	0	FALSE	0.022222222	13	25	5	1	0	1
NC_031087.1	0	FALSE	0	266	12	1	FALSE	0.037593985	31	149	30	29	12	15
NC_031090.1	0	FALSE	0	270	12	0	FALSE	0.051851852	32	157	20	34	13	14
NC_031091.1	0	FALSE	0	66	2	0	TRUE	0.015151515	5	41	15	2	0	3
NC_031092.1	0	FALSE	0	46	0	0	FALSE	0.02173913	17	14	4	1	3	7
NC_031094.1	0	FALSE	0	46	0	1	FALSE	0.086956522	8	24	7	5	1	1
NC_031095.1	0	FALSE	0	262	12	1	FALSE	0.038167939	31	146	29	29	12	15
NC_031096.1	0	FALSE	0	57	1	0	FALSE	0	12	35	7	0	0	3
NC_031097.1	0	FALSE	0	77	12	1	FALSE	0	5	51	17	1	1	2
NC_031098.1	0	FALSE	0	64	2	0	FALSE	0	2	32	26	1	1	2
NC_031099.1	0	FALSE	0	68	6	3	FALSE	0	1	47	18	1	0	1
NC_031100.1	0	FALSE	0	285	8	2	FALSE	0.038596491	9	235	20	14	5	2
NC_031101.1	0	FALSE	0	57	0	0	FALSE	0.035087719	7	14	33	2	0	1
NC_031102.1	0	FALSE	0	65	2	0	FALSE	0	4	51	9	0	0	1
NC_031103.1	0	FALSE	0	265	10	1	FALSE	0.049056604	31	151	20	34	12	17
NC_031104.1	0	FALSE	0	94	10	0	FALSE	0.010638298	9	74	8	1	1	1
NC_031107.2	0	FALSE	0	267	34	0	FALSE	0.018726592	7	233	17	5	0	5
NC_031108.1	0	FALSE	0	61	4	1	TRUE	0	6	39	12	1	1	2
NC_031109.1	0	FALSE	0	95	4	1	FALSE	0.031578947	3	53	33	4	0	2
NC_031110.1	0	FALSE	0	173	6	1	FALSE	0.01734104	9	140	12	6	3	3
NC_031111.1	0	FALSE	0	82	1	0	FALSE	0.012195122	8	60	11	1	1	1
NC_031112.1	0	FALSE	0	86	0	2	FALSE	0.011627907	2	61	21	1	0	1
NC_031113.1	0	FALSE	0	59	6	0	FALSE	0.033898305	3	43	7	5	1	0
NC_031114.1	0	FALSE	0	53	3	0	FALSE	0.056603774	17	15	8	3	3	7
NC_031115.1	0	FALSE	0	50	0	0	FALSE	0.04	16	19	4	2	3	6
NC_031116.1	0	FALSE	0	291	2	1	FALSE	0.027491409	11	249	13	11	5	2
NC_031117.1	0	FALSE	0	78	6	0	FALSE	0.012820513	4	63	7	2	1	1
NC_031118.1	0	FALSE	0	78	6	1	FALSE	0.012820513	2	56	16	2	0	2
NC_031119.1	0	FALSE	0	41	1	0	FALSE	0.024390244	1	30	8	1	0	1
NC_031120.1	0	FALSE	0	265	34	0	FALSE	0.018867925	7	227	21	5	0	5
NC_031121.1	0	FALSE	0	41	2	0	FALSE	0	8	17	13	2	1	0
NC_031122.1	0	FALSE	0	69	4	0	FALSE	0	3	41	22	1	1	1
NC_031123.1	0	FALSE	0	48	0	0	FALSE	0.0625	17	15	4	3	3	6
NC_031124.1	0	FALSE	0	117	9	0	FALSE	0.051282051	7	84	15	7	1	3
NC_031125.1	0	FALSE	0	58	4	0	FALSE	0	7	33	15	2	1	0
NC_031126.1	0	FALSE	0	265	34	0	FALSE	0.018867925	7	230	18	5	0	5
NC_031127.1	0	FALSE	0	262	34	0	FALSE	0.022900763	7	234	11	6	0	4
NC_031128.1	0	FALSE	0	207	18	2	FALSE	0.038647343	29	138	14	16	5	5
NC_031129.1	0	FALSE	0	119	26	1	TRUE	0.058823529	14	66	23	7	3	6
NC_031224.2	0	FALSE	0	90	2	0	FALSE	0	3	70	15	0	1	1
NC_031226.1	0	FALSE	0	85	6	1	FALSE	0.011764706	4	55	22	2	0	2
NC_031228.1	0	FALSE	0	73	6	0	FALSE	0.02739726	3	62	3	5	0	0
NC_031229.1	0	FALSE	0	102	4	1	FALSE	0.019607843	2	88	7	3	0	2
NC_031230.1	0	FALSE	0	178	6	0	FALSE	0.005617978	6	82	88	2	0	0
NC_031231.1	0	FALSE	0	97	0	3	FALSE	0.010309278	1	88	6	2	0	0
NC_031233.1	0	FALSE	0	78	10	1	FALSE	0	5	50	19	1	1	2
NC_031234.1	0	FALSE	0	58	6	0	FALSE	0	3	44	10	0	0	1
NC_031235.1	0	FALSE	0	215	6	15	FALSE	0.079069767	22	136	23	26	4	4
NC_031237.1	0	FALSE	0	79	4	0	FALSE	0.012658228	2	63	11	2	0	1
NC_031238.1	0	FALSE	0	90	1	1	FALSE	0.022222222	8	60	15	2	2	3
NC_031239.1	0	FALSE	0	88	4	0	FALSE	0.022727273	1	72	12	2	0	1
NC_031241.1	0	FALSE	0	69	6	0	FALSE	0.043478261	9	48	7	4	1	0
NC_031242.1	0	FALSE	0	204	6	19	FALSE	0.073529412	20	141	12	23	6	2
NC_031243.1	0	FALSE	0	64	4	1	FALSE	0	7	50	4	1	1	1
NC_031245.1	0	FALSE	0	310	6	7	FALSE	0.041935484	16	38	235	18	2	1
NC_031246.1	0	FALSE	0	52	0	0	FALSE	0.019230769	12	34	3	1	0	2
NC_031247.1	0	FALSE	0	71	4	0	FALSE	0.014084507	1	45	22	2	0	1
NC_031249.1	0	FALSE	0	82	4	0	FALSE	0.012195122	2	64	12	2	0	2
NC_031250.1	0	FALSE	0	72	4	0	FALSE	0.027777778	5	26	31	4	3	3
NC_031251.1	0	FALSE	0	72	8	0	FALSE	0.013888889	3	54	11	2	0	2
NC_031252.1	0	FALSE	0	74	3	0	FALSE	0.013513514	4	57	10	3	0	0
NC_031253.1	0	FALSE	0	127	4	2	FALSE	0.023622047	3	52	65	5	0	2
NC_031254.1	0	FALSE	0	95	0	3	FALSE	0.010526316	1	86	6	2	0	0
NC_031255.2	0	FALSE	0	67	8	2	FALSE	0.014925373	1	47	15	2	0	2
NC_031256.1	0	FALSE	0	92	1	0	FALSE	0.032608696	8	70	6	3	2	3
NC_031257.1	0	FALSE	0	92	1	0	FALSE	0.02173913	8	58	19	2	3	2
NC_031258.1	0	FALSE	0	46	0	0	FALSE	0.02173913	17	15	3	1	3	7
NC_031260.1	0	FALSE	0	62	2	0	FALSE	0.016129032	3	46	9	2	1	1
