vMAG_sporAMG_ID,Host_taxonomy,Host_taxonomy,Sporulating_Family?
Han_2018_ERR1398259_NODE_1207_length_17405_cov_5.880173,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398259_NODE_1995_length_11219_cov_5.614654,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398259_NODE_2862_length_7975_cov_3.473359,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398259_NODE_486_length_35342_cov_11.133675,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398260_NODE_1658_length_11099_cov_6.185350,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398260_NODE_1872_length_10056_cov_6.334967,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398260_NODE_260_length_45846_cov_5.850822,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398260_NODE_3698_length_5764_cov_3.597653,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398260_NODE_55_length_96241_cov_10.675816,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398261_NODE_1607_length_9481_cov_5.217590,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398261_NODE_251_length_49547_cov_17.978421,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398261_NODE_451_length_30238_cov_20.368154,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398262_NODE_375_length_41024_cov_131.655178,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398262_NODE_906_length_20561_cov_3.694138,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398262_NODE_9_length_196209_cov_17.703967,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_2290_length_11494_cov_12.248885,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_238_length_63360_cov_13.988247,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_2475_length_10546_cov_10.407016,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_299_length_56286_cov_14.503388,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_403_length_47420_cov_14.119624,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_5097_length_5399_cov_4.613585,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_513_length_40708_cov_5.783681,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_5422_length_5117_cov_3.206440,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Han_2018_ERR1398263_NODE_774_length_29835_cov_5.449194,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0001_ST002_A_NODE_105_length_8958_cov_7.385600,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0001_ST002_A_NODE_3_length_84329_cov_9.954375,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0001_ST002_A_take2_NODE_16_length_42557_cov_142.541927,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0001_ST004_A_NODE_10_length_29963_cov_333.511636,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0001_ST004_A_NODE_30_length_13593_cov_1471.858177,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0007_ST001_A_NODE_8_length_48273_cov_72.394811,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0007_ST002_A_NODE_5_length_57947_cov_191.604367,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0007_ST002_A_NODE_6_length_53559_cov_520.024409,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0007_ST003_A_NODE_16_length_30027_cov_86.788336,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0007_ST003_A_NODE_20_length_25167_cov_87.599275,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0007_ST003_A_NODE_26_length_16586_cov_363.968451,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0007_ST003_A_NODE_4_length_59983_cov_376.703795,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0009_ST002_A_NODE_121_length_13377_cov_15.864059,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0009_ST002_A_NODE_27_length_38372_cov_88.377352,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0009_ST002_A_NODE_292_length_7588_cov_45.031462,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0009_ST002_A_NODE_8_length_52167_cov_41.833954,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0011_ST001_A_NODE_131_length_12167_cov_5647.329673,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0011_ST001_A_NODE_37_length_36919_cov_15.270074,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0011_ST003_A_NODE_1_length_148081_cov_2409.820221,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0013_ST001_A_NODE_32_length_40298_cov_36.611510,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0013_ST001_A_NODE_430_length_12592_cov_218.486993,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0013_ST001_A_NODE_464_length_12070_cov_15.152892,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0013_ST001_A_NODE_47_length_36276_cov_40.723613,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_110_length_24450_cov_6.170937,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_1146_length_6035_cov_6.619732,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_120_length_23458_cov_6.499423,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_1395_length_5228_cov_2.537792,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_166_length_20376_cov_5.456424,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_190_length_19043_cov_9.461923,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_191_length_18961_cov_10.003332,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_327_length_13930_cov_64.129369,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_392_length_12577_cov_1686.580668,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_3_length_112301_cov_23.497479,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_583_length_9587_cov_10.639320,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_621_length_9142_cov_7.198415,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_733_length_8165_cov_6.431566,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_74_length_29574_cov_8.658661,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_767_length_7907_cov_6.209628,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST001_A_NODE_89_length_26453_cov_9.709637,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST003_A_NODE_11_length_69806_cov_50.468624,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST003_A_NODE_120_length_20821_cov_19.113599,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST003_A_NODE_173_length_16270_cov_5.803947,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST003_A_NODE_29_length_45200_cov_38.942319,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST003_A_NODE_43_length_39718_cov_40.898570,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST003_A_NODE_51_length_36564_cov_216.831110,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0019_ST003_A_NODE_697_length_6354_cov_27.867439,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST001_A_NODE_302_length_9116_cov_5.794945,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST001_A_NODE_337_length_8362_cov_14.593957,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST001_A_NODE_41_length_33924_cov_11.777171,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST001_A_NODE_530_length_6241_cov_7.904623,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST001_A_NODE_56_length_27599_cov_14.474514,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST001_A_NODE_8_length_77449_cov_1238.218454,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST003_A_NODE_200_length_16232_cov_8.837671,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST003_A_NODE_24_length_44717_cov_55.196879,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST003_A_NODE_41_length_38966_cov_30.864357,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST003_A_NODE_659_length_7796_cov_14.806872,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST003_A_NODE_71_length_30552_cov_40.757714,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST003_A_NODE_747_length_7071_cov_14.250713,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0021_ST003_A_NODE_75_length_29571_cov_59.963105,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0023_ST001_A_NODE_179_length_10034_cov_23.070548,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0023_ST003_A_NODE_10_length_55738_cov_213.969237,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0023_ST003_A_NODE_23_length_40942_cov_140.786827,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0023_ST003_A_NODE_459_length_9104_cov_6.849597,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST001_A_NODE_20_length_45309_cov_40.697286,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST001_A_NODE_494_length_6482_cov_9.358954,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST001_A_NODE_66_length_23020_cov_169.410059,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_120_length_20549_cov_21.712745,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_126_length_19554_cov_20.526848,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_132_length_18000_cov_45.178936,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_196_length_10912_cov_21.451506,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_199_length_10697_cov_10.642454,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_234_length_8792_cov_10.720385,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_253_length_8370_cov_9.040048,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_37_length_47244_cov_11.000593,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_41_length_45427_cov_19.206603,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_429_length_5040_cov_9.840120,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0027_ST003_A_NODE_46_length_43444_cov_93.712692,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0035_ST001_A_NODE_59_length_31574_cov_17.541324,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0037_ST001_A_NODE_16_length_37269_cov_25.008626,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0037_ST001_A_NODE_26_length_26380_cov_15.861690,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0037_ST001_A_NODE_314_length_5732_cov_6.287476,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0037_ST001_A_NODE_4_length_58870_cov_319.682054,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0037_ST003_A_NODE_11_length_104596_cov_145.194536,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0037_ST003_A_NODE_63_length_41906_cov_151.503931,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0037_ST003_A_NODE_7_length_138737_cov_88.389906,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0041_ST002_N_NODE_720_length_5806_cov_4.602852,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0043_ST002_N_NODE_135_length_14061_cov_58.464372,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0043_ST002_N_NODE_52_length_37096_cov_54.688858,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0043_ST002_N_NODE_86_length_25562_cov_11.995452,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST001_N_NODE_14_length_58595_cov_47.151315,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST001_N_NODE_33_length_24935_cov_48.966801,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_1049_length_6966_cov_9.206338,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_1225_length_6116_cov_17.676951,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_1237_length_6067_cov_7.347804,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_1505_length_5134_cov_29.426462,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_1524_length_5074_cov_4.730424,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_264_length_21626_cov_26.692365,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_311_length_19282_cov_68.799345,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_477_length_13510_cov_23.899963,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_4_length_141244_cov_261.936638,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_61_length_48914_cov_15.095417,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0045_ST002_N_NODE_825_length_8542_cov_6.183104,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST001_N_NODE_176_length_5870_cov_189.050559,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST001_N_NODE_30_length_19706_cov_315.319170,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST001_N_NODE_58_length_13984_cov_288.655754,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST002_N_NODE_159_length_18536_cov_15.726043,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST002_N_NODE_171_length_17836_cov_6.476576,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST002_N_NODE_45_length_40724_cov_11.816642,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST002_N_NODE_518_length_8158_cov_6.450574,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST002_N_NODE_635_length_6999_cov_17.673243,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0047_ST002_N_NODE_82_length_30905_cov_7.626840,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0057_ST001_N_NODE_119_length_23353_cov_7.355052,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0057_ST001_N_NODE_377_length_8671_cov_7.756732,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0057_ST001_N_NODE_474_length_7160_cov_5.389444,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0057_ST001_N_NODE_4_length_139125_cov_226.881534,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0057_ST001_N_NODE_56_length_40947_cov_10.169789,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST001_N_NODE_2_length_124287_cov_23.403173,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST001_N_NODE_58_length_21475_cov_21.895285,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST001_N_NODE_60_length_21258_cov_61.594774,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST001_N_NODE_7_length_84155_cov_37.827848,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST002_N_NODE_307_length_11010_cov_30.375719,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST002_N_NODE_47_length_30206_cov_42.924679,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST002_N_NODE_714_length_7106_cov_12.953907,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Kang_0065_ST002_N_NODE_94_length_22000_cov_127.698428,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_A1_NODE_5_length_40189_cov_83.408242,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_A2_NODE_146_length_6035_cov_2.514387,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_A2_NODE_151_length_5937_cov_2.297590,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_A2_NODE_181_length_5214_cov_1.189503,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_C1_NODE_29_length_29692_cov_45.928124,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_C2_NODE_103_length_8983_cov_13.624548,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_C2_NODE_2_length_66936_cov_14.814696,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_C2_NODE_4_length_51751_cov_11.534461,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_D1_NODE_13_length_42489_cov_12.059369,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_D1_NODE_57_length_21720_cov_4.624369,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_D1_NODE_77_length_18313_cov_4.047234,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_D2_NODE_2_length_64527_cov_19.179643,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_D2_NODE_377_length_6077_cov_63.856975,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Lim_Twin_D2_NODE_4_length_56596_cov_29.567285,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA11_ion_torrent_NODE_41_length_7522_cov_14.392393,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA13_ion_torrent_NODE_21_length_13888_cov_12.228801,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA14_ion_torrent_NODE_15_length_27772_cov_14.365083,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA14_ion_torrent_NODE_1_length_194524_cov_29.249490,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA14_ion_torrent_NODE_50_length_11874_cov_93.688468,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA16_ion_torrent_NODE_22_length_21029_cov_91.459855,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA16_ion_torrent_NODE_27_length_17899_cov_116.948050,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA16_ion_torrent_NODE_29_length_17302_cov_22.181133,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA16_ion_torrent_NODE_65_length_10825_cov_8.321541,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA23_ion_torrent_NODE_105_length_6869_cov_15.979454,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA23_ion_torrent_NODE_109_length_6821_cov_7.157848,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA23_ion_torrent_NODE_10_length_38358_cov_22.061875,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA23_ion_torrent_NODE_1_length_66950_cov_55.904313,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA23_ion_torrent_NODE_38_length_14363_cov_9.904529,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA23_ion_torrent_NODE_48_length_12604_cov_6.799984,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA24_ion_torrent_NODE_6_length_26267_cov_108.257172,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA24_ion_torrent_NODE_9_length_22900_cov_42.486321,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
Ly_CA28_ion_torrent_NODE_146_length_5803_cov_3.801148,Host Not Assigned or not a prokaryotic virus,Host Not Assigned or not a prokaryotic virus,#N/A
